ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0032869	cellular response to insulin stimulus	9/342	205/21351	0.00596829483012157	0.127932155064488	0.112898704062052	ENSMUSG00000032702/ENSMUSG00000028121/ENSMUSG00000031823/ENSMUSG00000038967/ENSMUSG00000024353/ENSMUSG00000034165/ENSMUSG00000025314/ENSMUSG00000024052/ENSMUSG00000052889	9
GO:0007015	actin filament organization	15/342	448/21351	0.00606229913938686	0.129187240139916	0.114006302682837	ENSMUSG00000017009/ENSMUSG00000032702/ENSMUSG00000022353/ENSMUSG00000022018/ENSMUSG00000030766/ENSMUSG00000055926/ENSMUSG00000045038/ENSMUSG00000030047/ENSMUSG00000021365/ENSMUSG00000020717/ENSMUSG00000074238/ENSMUSG00000028328/ENSMUSG00000051586/ENSMUSG00000059456/ENSMUSG00000028745	15
GO:0071674	mononuclear cell migration	8/342	170/21351	0.00622743933464605	0.131934819392152	0.116431010816057	ENSMUSG00000037944/ENSMUSG00000020717/ENSMUSG00000025314/ENSMUSG00000020272/ENSMUSG00000068015/ENSMUSG00000059456/ENSMUSG00000020702/ENSMUSG00000031451	8
GO:0072676	lymphocyte migration	6/342	103/21351	0.00629934482969001	0.132686777799945	0.117094605748117	ENSMUSG00000037944/ENSMUSG00000020272/ENSMUSG00000068015/ENSMUSG00000059456/ENSMUSG00000020702/ENSMUSG00000031451	6
GO:0018230	peptidyl-L-cysteine S-palmitoylation	3/342	24/21351	0.00642485118922439	0.133436060920354	0.117755839768814	ENSMUSG00000052363/ENSMUSG00000034265/ENSMUSG00000031823	3
GO:0018231	peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine	3/342	24/21351	0.00642485118922439	0.133436060920354	0.117755839768814	ENSMUSG00000052363/ENSMUSG00000034265/ENSMUSG00000031823	3
GO:1903169	regulation of calcium ion transmembrane transport	8/342	171/21351	0.00644477132875473	0.133436060920354	0.117755839768814	ENSMUSG00000005312/ENSMUSG00000016933/ENSMUSG00000020882/ENSMUSG00000045038/ENSMUSG00000030724/ENSMUSG00000020577/ENSMUSG00000024065/ENSMUSG00000059456	8
GO:0006469	negative regulation of protein kinase activity	9/342	208/21351	0.00654415663867692	0.134728286956716	0.118896214874564	ENSMUSG00000026883/ENSMUSG00000037224/ENSMUSG00000075254/ENSMUSG00000037104/ENSMUSG00000074272/ENSMUSG00000025314/ENSMUSG00000069255/ENSMUSG00000090223/ENSMUSG00000021892	9
GO:1902622	regulation of neutrophil migration	4/342	47/21351	0.00671058425382799	0.137378477645782	0.121234978683882	ENSMUSG00000029082/ENSMUSG00000037944/ENSMUSG00000039145/ENSMUSG00000032380	4
GO:0002696	positive regulation of leukocyte activation	14/342	411/21351	0.00682148808840809	0.138294576613081	0.122043425834238	ENSMUSG00000075370/ENSMUSG00000026288/ENSMUSG00000029082/ENSMUSG00000037944/ENSMUSG00000022471/ENSMUSG00000020167/ENSMUSG00000037104/ENSMUSG00000006574/ENSMUSG00000000732/ENSMUSG00000074272/ENSMUSG00000007817/ENSMUSG00000029710/ENSMUSG00000068105/ENSMUSG00000031451	14
GO:0030833	regulation of actin filament polymerization	8/342	173/21351	0.00689663653339973	0.138294576613081	0.122043425834238	ENSMUSG00000032702/ENSMUSG00000055926/ENSMUSG00000045038/ENSMUSG00000020717/ENSMUSG00000074238/ENSMUSG00000028328/ENSMUSG00000059456/ENSMUSG00000028745	8
GO:0035023	regulation of Rho protein signal transduction	7/342	138/21351	0.00690713856849089	0.138294576613081	0.122043425834238	ENSMUSG00000032702/ENSMUSG00000009621/ENSMUSG00000045281/ENSMUSG00000017631/ENSMUSG00000075254/ENSMUSG00000031785/ENSMUSG00000050350	7
GO:0050671	positive regulation of lymphocyte proliferation	7/342	138/21351	0.00690713856849089	0.138294576613081	0.122043425834238	ENSMUSG00000029082/ENSMUSG00000037944/ENSMUSG00000020167/ENSMUSG00000006574/ENSMUSG00000000732/ENSMUSG00000074272/ENSMUSG00000068105	7
GO:0032970	regulation of actin filament-based process	14/342	412/21351	0.00696225103172433	0.138636299232806	0.122344992245717	ENSMUSG00000017009/ENSMUSG00000032702/ENSMUSG00000022353/ENSMUSG00000022018/ENSMUSG00000029082/ENSMUSG00000030766/ENSMUSG00000055926/ENSMUSG00000045038/ENSMUSG00000020717/ENSMUSG00000074238/ENSMUSG00000028328/ENSMUSG00000059456/ENSMUSG00000028745/ENSMUSG00000042064	14
GO:0022604	regulation of cell morphogenesis	12/342	329/21351	0.00708978363202712	0.139397815769708	0.123017022120416	ENSMUSG00000032702/ENSMUSG00000055926/ENSMUSG00000030123/ENSMUSG00000021365/ENSMUSG00000052949/ENSMUSG00000074238/ENSMUSG00000032867/ENSMUSG00000059456/ENSMUSG00000074785/ENSMUSG00000028745/ENSMUSG00000057897/ENSMUSG00000024589	12
GO:0032878	regulation of establishment or maintenance of cell polarity	3/342	25/21351	0.00721545532084192	0.139397815769708	0.123017022120416	ENSMUSG00000032702/ENSMUSG00000025373/ENSMUSG00000059456	3
GO:0046685	response to arsenic-containing substance	3/342	25/21351	0.00721545532084192	0.139397815769708	0.123017022120416	ENSMUSG00000024431/ENSMUSG00000006574/ENSMUSG00000039795	3
GO:0060765	regulation of androgen receptor signaling pathway	3/342	25/21351	0.00721545532084192	0.139397815769708	0.123017022120416	ENSMUSG00000032187/ENSMUSG00000032744/ENSMUSG00000029478	3
GO:0008333	endosome to lysosome transport	4/342	48/21351	0.00723001843591515	0.139397815769708	0.123017022120416	ENSMUSG00000020903/ENSMUSG00000052949/ENSMUSG00000032536/ENSMUSG00000026028	4
GO:0018198	peptidyl-cysteine modification	4/342	48/21351	0.00723001843591515	0.139397815769708	0.123017022120416	ENSMUSG00000052363/ENSMUSG00000034265/ENSMUSG00000031823/ENSMUSG00000026463	4
GO:0007254	JNK cascade	8/342	175/21351	0.00737205543827068	0.140527143135972	0.124013640961464	ENSMUSG00000037944/ENSMUSG00000026883/ENSMUSG00000040183/ENSMUSG00000074272/ENSMUSG00000059456/ENSMUSG00000069255/ENSMUSG00000060548/ENSMUSG00000022329	8
GO:0051090	regulation of DNA-binding transcription factor activity	14/342	415/21351	0.00739850179448896	0.140527143135972	0.124013640961464	ENSMUSG00000032187/ENSMUSG00000032744/ENSMUSG00000025373/ENSMUSG00000022018/ENSMUSG00000047921/ENSMUSG00000026883/ENSMUSG00000020167/ENSMUSG00000025231/ENSMUSG00000029287/ENSMUSG00000039145/ENSMUSG00000022329/ENSMUSG00000019768/ENSMUSG00000031451/ENSMUSG00000052889	14
GO:0032946	positive regulation of mononuclear cell proliferation	7/342	140/21351	0.00745343092955007	0.140527143135972	0.124013640961464	ENSMUSG00000029082/ENSMUSG00000037944/ENSMUSG00000020167/ENSMUSG00000006574/ENSMUSG00000000732/ENSMUSG00000074272/ENSMUSG00000068105	7
GO:0002562	somatic diversification of immune receptors via germline recombination within a single locus	5/342	76/21351	0.00748141212085032	0.140527143135972	0.124013640961464	ENSMUSG00000000782/ENSMUSG00000022471/ENSMUSG00000020167/ENSMUSG00000000732/ENSMUSG00000030067	5
GO:0016444	somatic cell DNA recombination	5/342	76/21351	0.00748141212085032	0.140527143135972	0.124013640961464	ENSMUSG00000000782/ENSMUSG00000022471/ENSMUSG00000020167/ENSMUSG00000000732/ENSMUSG00000030067	5
GO:0042129	regulation of T cell proliferation	8/342	176/21351	0.00761883011493223	0.142374445840067	0.125643865053268	ENSMUSG00000017009/ENSMUSG00000029554/ENSMUSG00000037944/ENSMUSG00000090958/ENSMUSG00000006574/ENSMUSG00000000732/ENSMUSG00000074272/ENSMUSG00000068105	8
GO:0007034	vacuolar transport	7/342	141/21351	0.00773826119995893	0.143868488840053	0.126962341384933	ENSMUSG00000020903/ENSMUSG00000036622/ENSMUSG00000052949/ENSMUSG00000032536/ENSMUSG00000024065/ENSMUSG00000026028/ENSMUSG00000024983	7
GO:0002683	negative regulation of immune system process	14/342	418/21351	0.00785625139485613	0.143994219358044	0.127073297168764	ENSMUSG00000017009/ENSMUSG00000029554/ENSMUSG00000026288/ENSMUSG00000017631/ENSMUSG00000037104/ENSMUSG00000090958/ENSMUSG00000074272/ENSMUSG00000025314/ENSMUSG00000068015/ENSMUSG00000050350/ENSMUSG00000069255/ENSMUSG00000030577/ENSMUSG00000030798/ENSMUSG00000014453	14
GO:0030518	intracellular steroid hormone receptor signaling pathway	6/342	108/21351	0.00789204746599409	0.143994219358044	0.127073297168764	ENSMUSG00000032187/ENSMUSG00000032744/ENSMUSG00000024431/ENSMUSG00000029478/ENSMUSG00000007817/ENSMUSG00000019768	6
GO:0002292	T cell differentiation involved in immune response	5/342	77/21351	0.00789854011172522	0.143994219358044	0.127073297168764	ENSMUSG00000021356/ENSMUSG00000037944/ENSMUSG00000015314/ENSMUSG00000037104/ENSMUSG00000030067	5
GO:0050678	regulation of epithelial cell proliferation	13/342	376/21351	0.00796791688511837	0.143994219358044	0.127073297168764	ENSMUSG00000001228/ENSMUSG00000037754/ENSMUSG00000022353/ENSMUSG00000022018/ENSMUSG00000022838/ENSMUSG00000026883/ENSMUSG00000016933/ENSMUSG00000030323/ENSMUSG00000039936/ENSMUSG00000029287/ENSMUSG00000074272/ENSMUSG00000019768/ENSMUSG00000030067	13
GO:0002313	mature B cell differentiation involved in immune response	3/342	26/21351	0.0080611472966633	0.143994219358044	0.127073297168764	ENSMUSG00000032053/ENSMUSG00000028217/ENSMUSG00000059456	3
GO:0021801	cerebral cortex radial glia guided migration	3/342	26/21351	0.0080611472966633	0.143994219358044	0.127073297168764	ENSMUSG00000026883/ENSMUSG00000031785/ENSMUSG00000007817	3
GO:0022030	telencephalon glial cell migration	3/342	26/21351	0.0080611472966633	0.143994219358044	0.127073297168764	ENSMUSG00000026883/ENSMUSG00000031785/ENSMUSG00000007817	3
GO:0034104	negative regulation of tissue remodeling	3/342	26/21351	0.0080611472966633	0.143994219358044	0.127073297168764	ENSMUSG00000026288/ENSMUSG00000017631/ENSMUSG00000074272	3
GO:0060840	artery development	6/342	109/21351	0.00824238872334465	0.145962428911366	0.12881022021036	ENSMUSG00000032187/ENSMUSG00000110195/ENSMUSG00000030123/ENSMUSG00000025231/ENSMUSG00000007817/ENSMUSG00000029710	6
GO:0042098	T cell proliferation	9/342	216/21351	0.00828917533633658	0.145962428911366	0.12881022021036	ENSMUSG00000017009/ENSMUSG00000029554/ENSMUSG00000037944/ENSMUSG00000090958/ENSMUSG00000006574/ENSMUSG00000000732/ENSMUSG00000034165/ENSMUSG00000074272/ENSMUSG00000068105	9
GO:0003208	cardiac ventricle morphogenesis	5/342	78/21351	0.00833155466892541	0.145962428911366	0.12881022021036	ENSMUSG00000022587/ENSMUSG00000032744/ENSMUSG00000075254/ENSMUSG00000029287/ENSMUSG00000027474	5
GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	5/342	78/21351	0.00833155466892541	0.145962428911366	0.12881022021036	ENSMUSG00000026278/ENSMUSG00000027246/ENSMUSG00000021070/ENSMUSG00000038967/ENSMUSG00000004637	5
GO:0007179	transforming growth factor beta receptor signaling pathway	8/342	179/21351	0.00839653392388541	0.146396983821237	0.129193710085469	ENSMUSG00000024544/ENSMUSG00000020124/ENSMUSG00000040488/ENSMUSG00000090958/ENSMUSG00000029287/ENSMUSG00000007817/ENSMUSG00000069255/ENSMUSG00000036040	8
GO:0046626	regulation of insulin receptor signaling pathway	5/342	79/21351	0.00878074494820619	0.150929408449355	0.133193524412959	ENSMUSG00000032702/ENSMUSG00000024353/ENSMUSG00000034165/ENSMUSG00000025314/ENSMUSG00000052889	5
GO:0060976	coronary vasculature development	5/342	79/21351	0.00878074494820619	0.150929408449355	0.133193524412959	ENSMUSG00000032187/ENSMUSG00000110195/ENSMUSG00000030123/ENSMUSG00000025231/ENSMUSG00000029287	5
GO:1905897	regulation of response to endoplasmic reticulum stress	5/342	79/21351	0.00878074494820619	0.150929408449355	0.133193524412959	ENSMUSG00000024807/ENSMUSG00000007659/ENSMUSG00000026278/ENSMUSG00000031668/ENSMUSG00000005312	5
GO:0048806	genitalia development	4/342	51/21351	0.00894536218116379	0.151434545220423	0.133639301995607	ENSMUSG00000000782/ENSMUSG00000033122/ENSMUSG00000026311/ENSMUSG00000019768	4
GO:0071361	cellular response to ethanol	3/342	27/21351	0.00896274945945984	0.151434545220423	0.133639301995607	ENSMUSG00000030287/ENSMUSG00000045038/ENSMUSG00000028211	3
GO:0090023	positive regulation of neutrophil chemotaxis	3/342	27/21351	0.00896274945945984	0.151434545220423	0.133639301995607	ENSMUSG00000037944/ENSMUSG00000039145/ENSMUSG00000032380	3
GO:0035710	CD4-positive, alpha-beta T cell activation	6/342	111/21351	0.00897636162667709	0.151434545220423	0.133639301995607	ENSMUSG00000021356/ENSMUSG00000037944/ENSMUSG00000015314/ENSMUSG00000037104/ENSMUSG00000074272/ENSMUSG00000030067	6
GO:0097529	myeloid leukocyte migration	9/342	219/21351	0.00902751905261136	0.151595757731409	0.133781570243646	ENSMUSG00000029082/ENSMUSG00000037944/ENSMUSG00000020717/ENSMUSG00000025314/ENSMUSG00000039115/ENSMUSG00000059456/ENSMUSG00000039145/ENSMUSG00000020702/ENSMUSG00000032380	9
GO:0050921	positive regulation of chemotaxis	7/342	146/21351	0.00928437719871324	0.155193901431702	0.136956892042824	ENSMUSG00000037944/ENSMUSG00000025314/ENSMUSG00000059456/ENSMUSG00000039145/ENSMUSG00000020702/ENSMUSG00000032380/ENSMUSG00000031451	7
GO:0051091	positive regulation of DNA-binding transcription factor activity	10/342	260/21351	0.00947377025753344	0.157104489097606	0.13864296440961	ENSMUSG00000032187/ENSMUSG00000025373/ENSMUSG00000022018/ENSMUSG00000047921/ENSMUSG00000020167/ENSMUSG00000029287/ENSMUSG00000039145/ENSMUSG00000022329/ENSMUSG00000019768/ENSMUSG00000052889	10
GO:0010810	regulation of cell-substrate adhesion	9/342	221/21351	0.00954673344404999	0.157104489097606	0.13864296440961	ENSMUSG00000017009/ENSMUSG00000032702/ENSMUSG00000029082/ENSMUSG00000045038/ENSMUSG00000021365/ENSMUSG00000074238/ENSMUSG00000025314/ENSMUSG00000059456/ENSMUSG00000069255	9
GO:0048247	lymphocyte chemotaxis	4/342	52/21351	0.00957112968706603	0.157104489097606	0.13864296440961	ENSMUSG00000037944/ENSMUSG00000059456/ENSMUSG00000020702/ENSMUSG00000031451	4
GO:0051489	regulation of filopodium assembly	4/342	52/21351	0.00957112968706603	0.157104489097606	0.13864296440961	ENSMUSG00000064181/ENSMUSG00000037944/ENSMUSG00000028745/ENSMUSG00000042064	4
GO:0050680	negative regulation of epithelial cell proliferation	7/342	147/21351	0.0096188861813637	0.157180364326858	0.138709923455587	ENSMUSG00000022353/ENSMUSG00000022018/ENSMUSG00000022838/ENSMUSG00000026883/ENSMUSG00000030323/ENSMUSG00000029287/ENSMUSG00000074272	7
GO:0045055	regulated exocytosis	10/342	261/21351	0.00971597678275752	0.157563156226703	0.139047733050025	ENSMUSG00000007659/ENSMUSG00000049044/ENSMUSG00000030766/ENSMUSG00000025867/ENSMUSG00000017132/ENSMUSG00000017631/ENSMUSG00000045038/ENSMUSG00000022416/ENSMUSG00000014453/ENSMUSG00000052889	10
GO:0050766	positive regulation of phagocytosis	5/342	81/21351	0.00972878983287818	0.157563156226703	0.139047733050025	ENSMUSG00000037944/ENSMUSG00000017631/ENSMUSG00000025314/ENSMUSG00000039145/ENSMUSG00000031451	5
GO:0030010	establishment of cell polarity	7/342	148/21351	0.00996211982454189	0.159280217744389	0.140563020743286	ENSMUSG00000032702/ENSMUSG00000025373/ENSMUSG00000017132/ENSMUSG00000035403/ENSMUSG00000037944/ENSMUSG00000059456/ENSMUSG00000030583	7
GO:1903039	positive regulation of leukocyte cell-cell adhesion	9/342	223/21351	0.010088202963163	0.159280217744389	0.140563020743286	ENSMUSG00000032035/ENSMUSG00000037944/ENSMUSG00000037104/ENSMUSG00000006574/ENSMUSG00000000732/ENSMUSG00000074272/ENSMUSG00000007817/ENSMUSG00000029710/ENSMUSG00000068105	9
GO:0045862	positive regulation of proteolysis	12/342	345/21351	0.0101138799503848	0.159280217744389	0.140563020743286	ENSMUSG00000020340/ENSMUSG00000026278/ENSMUSG00000035900/ENSMUSG00000031668/ENSMUSG00000005312/ENSMUSG00000026883/ENSMUSG00000037104/ENSMUSG00000021701/ENSMUSG00000032867/ENSMUSG00000033740/ENSMUSG00000059456/ENSMUSG00000033420	12
GO:0002064	epithelial cell development	10/342	263/21351	0.0102145502820233	0.159280217744389	0.140563020743286	ENSMUSG00000032187/ENSMUSG00000110195/ENSMUSG00000037754/ENSMUSG00000020717/ENSMUSG00000075254/ENSMUSG00000028328/ENSMUSG00000032556/ENSMUSG00000030583/ENSMUSG00000019768/ENSMUSG00000042064	10
GO:0001974	blood vessel remodeling	4/342	53/21351	0.0102246710145244	0.159280217744389	0.140563020743286	ENSMUSG00000040732/ENSMUSG00000017631/ENSMUSG00000029287/ENSMUSG00000074272	4
GO:0043550	regulation of lipid kinase activity	4/342	53/21351	0.0102246710145244	0.159280217744389	0.140563020743286	ENSMUSG00000009621/ENSMUSG00000026883/ENSMUSG00000030724/ENSMUSG00000059456	4
GO:0055010	ventricular cardiac muscle tissue morphogenesis	4/342	53/21351	0.0102246710145244	0.159280217744389	0.140563020743286	ENSMUSG00000022587/ENSMUSG00000075254/ENSMUSG00000029287/ENSMUSG00000027474	4
GO:0061383	trabecula morphogenesis	4/342	53/21351	0.0102246710145244	0.159280217744389	0.140563020743286	ENSMUSG00000032187/ENSMUSG00000075254/ENSMUSG00000029287/ENSMUSG00000027474	4
GO:0002637	regulation of immunoglobulin production	5/342	82/21351	0.0102282027860008	0.159280217744389	0.140563020743286	ENSMUSG00000024353/ENSMUSG00000074272/ENSMUSG00000030577/ENSMUSG00000030798/ENSMUSG00000030067	5
GO:0002315	marginal zone B cell differentiation	2/342	10/21351	0.0105745771423645	0.159351096652084	0.140625570591056	ENSMUSG00000028217/ENSMUSG00000059456	2
GO:0006560	proline metabolic process	2/342	10/21351	0.0105745771423645	0.159351096652084	0.140625570591056	ENSMUSG00000036892/ENSMUSG00000026520	2
GO:0010216	maintenance of DNA methylation	2/342	10/21351	0.0105745771423645	0.159351096652084	0.140625570591056	ENSMUSG00000020661/ENSMUSG00000001228	2
GO:0030853	negative regulation of granulocyte differentiation	2/342	10/21351	0.0105745771423645	0.159351096652084	0.140625570591056	ENSMUSG00000026288/ENSMUSG00000074272	2
GO:0042118	endothelial cell activation	2/342	10/21351	0.0105745771423645	0.159351096652084	0.140625570591056	ENSMUSG00000037104/ENSMUSG00000053477	2
GO:0090129	positive regulation of synapse maturation	2/342	10/21351	0.0105745771423645	0.159351096652084	0.140625570591056	ENSMUSG00000026883/ENSMUSG00000057897	2
GO:0043401	steroid hormone mediated signaling pathway	6/342	115/21351	0.0105825920389145	0.159351096652084	0.140625570591056	ENSMUSG00000032187/ENSMUSG00000032744/ENSMUSG00000024431/ENSMUSG00000029478/ENSMUSG00000007817/ENSMUSG00000019768	6
GO:0045621	positive regulation of lymphocyte differentiation	6/342	115/21351	0.0105825920389145	0.159351096652084	0.140625570591056	ENSMUSG00000026288/ENSMUSG00000037944/ENSMUSG00000022471/ENSMUSG00000037104/ENSMUSG00000007817/ENSMUSG00000031451	6
GO:0050805	negative regulation of synaptic transmission	5/342	83/21351	0.0107449078368396	0.16112939982487	0.14219490336385	ENSMUSG00000007659/ENSMUSG00000049044/ENSMUSG00000029093/ENSMUSG00000021701/ENSMUSG00000059456	5
GO:0031346	positive regulation of cell projection organization	14/342	435/21351	0.0108915380308892	0.162003282860935	0.142966095424391	ENSMUSG00000042156/ENSMUSG00000037944/ENSMUSG00000026883/ENSMUSG00000055926/ENSMUSG00000030123/ENSMUSG00000032536/ENSMUSG00000032867/ENSMUSG00000063410/ENSMUSG00000059456/ENSMUSG00000074785/ENSMUSG00000090223/ENSMUSG00000057897/ENSMUSG00000039145/ENSMUSG00000042064	14
GO:0002639	positive regulation of immunoglobulin production	4/342	54/21351	0.0109064307946418	0.162003282860935	0.142966095424391	ENSMUSG00000024353/ENSMUSG00000074272/ENSMUSG00000030798/ENSMUSG00000030067	4
GO:0071624	positive regulation of granulocyte chemotaxis	3/342	29/21351	0.0109365553193716	0.162003282860935	0.142966095424391	ENSMUSG00000037944/ENSMUSG00000039145/ENSMUSG00000032380	3
GO:0022409	positive regulation of cell-cell adhesion	10/342	267/21351	0.0112699296439154	0.1650654907869	0.145668459863071	ENSMUSG00000011256/ENSMUSG00000032035/ENSMUSG00000037944/ENSMUSG00000037104/ENSMUSG00000006574/ENSMUSG00000000732/ENSMUSG00000074272/ENSMUSG00000007817/ENSMUSG00000029710/ENSMUSG00000068105	10
GO:0002200	somatic diversification of immune receptors	5/342	84/21351	0.0112791732178755	0.1650654907869	0.145668459863071	ENSMUSG00000000782/ENSMUSG00000022471/ENSMUSG00000020167/ENSMUSG00000000732/ENSMUSG00000030067	5
GO:0060415	muscle tissue morphogenesis	5/342	84/21351	0.0112791732178755	0.1650654907869	0.145668459863071	ENSMUSG00000022587/ENSMUSG00000028736/ENSMUSG00000075254/ENSMUSG00000029287/ENSMUSG00000027474	5
GO:0070665	positive regulation of leukocyte proliferation	7/342	152/21351	0.0114248144850277	0.166528095933764	0.146959192638988	ENSMUSG00000029082/ENSMUSG00000037944/ENSMUSG00000020167/ENSMUSG00000006574/ENSMUSG00000000732/ENSMUSG00000074272/ENSMUSG00000068105	7
GO:0048872	homeostasis of number of cells	12/342	351/21351	0.011475753118535	0.166604160812516	0.14702631904854	ENSMUSG00000032187/ENSMUSG00000026288/ENSMUSG00000032035/ENSMUSG00000057337/ENSMUSG00000037944/ENSMUSG00000020167/ENSMUSG00000006574/ENSMUSG00000031785/ENSMUSG00000039936/ENSMUSG00000029287/ENSMUSG00000074272/ENSMUSG00000068105	12
GO:0061025	membrane fusion	7/342	153/21351	0.0118135517556601	0.170289574848732	0.150278655948604	ENSMUSG00000025867/ENSMUSG00000033653/ENSMUSG00000020903/ENSMUSG00000036622/ENSMUSG00000024983/ENSMUSG00000029344/ENSMUSG00000031451	7
GO:0031295	T cell costimulation	3/342	30/21351	0.0120099947135357	0.170289574848732	0.150278655948604	ENSMUSG00000037944/ENSMUSG00000029710/ENSMUSG00000068105	3
GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	3/342	30/21351	0.0120099947135357	0.170289574848732	0.150278655948604	ENSMUSG00000009621/ENSMUSG00000030724/ENSMUSG00000059456	3
GO:0050858	negative regulation of antigen receptor-mediated signaling pathway	3/342	30/21351	0.0120099947135357	0.170289574848732	0.150278655948604	ENSMUSG00000025314/ENSMUSG00000069255/ENSMUSG00000030577	3
GO:0060317	cardiac epithelial to mesenchymal transition	3/342	30/21351	0.0120099947135357	0.170289574848732	0.150278655948604	ENSMUSG00000040732/ENSMUSG00000032744/ENSMUSG00000029287	3
GO:0120033	negative regulation of plasma membrane bounded cell projection assembly	3/342	30/21351	0.0120099947135357	0.170289574848732	0.150278655948604	ENSMUSG00000032702/ENSMUSG00000064181/ENSMUSG00000028745	3
GO:0008064	regulation of actin polymerization or depolymerization	8/342	191/21351	0.0121128010478154	0.171081577590075	0.150977589559674	ENSMUSG00000032702/ENSMUSG00000055926/ENSMUSG00000045038/ENSMUSG00000020717/ENSMUSG00000074238/ENSMUSG00000028328/ENSMUSG00000059456/ENSMUSG00000028745	8
GO:0006023	aminoglycan biosynthetic process	4/342	56/21351	0.0123563035929979	0.173846989547815	0.153418034857177	ENSMUSG00000059479/ENSMUSG00000057337/ENSMUSG00000017929/ENSMUSG00000034165	4
GO:0033673	negative regulation of kinase activity	9/342	231/21351	0.0124880655973825	0.175025042449469	0.15445765344131	ENSMUSG00000026883/ENSMUSG00000037224/ENSMUSG00000075254/ENSMUSG00000037104/ENSMUSG00000074272/ENSMUSG00000025314/ENSMUSG00000069255/ENSMUSG00000090223/ENSMUSG00000021892	9
GO:0050673	epithelial cell proliferation	14/342	443/21351	0.0126054129564631	0.175195672870631	0.15460823289034	ENSMUSG00000001228/ENSMUSG00000037754/ENSMUSG00000022353/ENSMUSG00000022018/ENSMUSG00000022838/ENSMUSG00000026883/ENSMUSG00000016933/ENSMUSG00000030323/ENSMUSG00000039936/ENSMUSG00000029287/ENSMUSG00000074272/ENSMUSG00000020140/ENSMUSG00000019768/ENSMUSG00000030067	14
GO:0010634	positive regulation of epithelial cell migration	7/342	155/21351	0.0126195668811342	0.175195672870631	0.15460823289034	ENSMUSG00000034312/ENSMUSG00000032035/ENSMUSG00000016933/ENSMUSG00000045038/ENSMUSG00000021701/ENSMUSG00000039936/ENSMUSG00000059456	7
GO:0032959	inositol trisphosphate biosynthetic process	2/342	11/21351	0.0127887071853973	0.175195672870631	0.15460823289034	ENSMUSG00000016933/ENSMUSG00000059456	2
GO:0042762	regulation of sulfur metabolic process	2/342	11/21351	0.0127887071853973	0.175195672870631	0.15460823289034	ENSMUSG00000031668/ENSMUSG00000038967	2
GO:0048845	venous blood vessel morphogenesis	2/342	11/21351	0.0127887071853973	0.175195672870631	0.15460823289034	ENSMUSG00000075254/ENSMUSG00000029710	2
GO:1901339	regulation of store-operated calcium channel activity	2/342	11/21351	0.0127887071853973	0.175195672870631	0.15460823289034	ENSMUSG00000005312/ENSMUSG00000016933	2
GO:0032103	positive regulation of response to external stimulus	13/342	400/21351	0.0128726885421236	0.175685681825837	0.155040660343732	ENSMUSG00000110195/ENSMUSG00000032035/ENSMUSG00000020124/ENSMUSG00000037944/ENSMUSG00000015314/ENSMUSG00000022471/ENSMUSG00000025314/ENSMUSG00000063410/ENSMUSG00000059456/ENSMUSG00000039145/ENSMUSG00000020702/ENSMUSG00000032380/ENSMUSG00000031451	13
GO:0006605	protein targeting	10/342	273/21351	0.0130054034098609	0.176834664274378	0.156054624576297	ENSMUSG00000052363/ENSMUSG00000038587/ENSMUSG00000064181/ENSMUSG00000034265/ENSMUSG00000031823/ENSMUSG00000020882/ENSMUSG00000022437/ENSMUSG00000032536/ENSMUSG00000026028/ENSMUSG00000024983	10
GO:0022408	negative regulation of cell-cell adhesion	8/342	194/21351	0.0132057487172427	0.178891257716105	0.15786954541646	ENSMUSG00000017009/ENSMUSG00000029554/ENSMUSG00000022018/ENSMUSG00000037104/ENSMUSG00000090958/ENSMUSG00000074272/ENSMUSG00000069255/ENSMUSG00000027474	8
GO:1904019	epithelial cell apoptotic process	6/342	121/21351	0.0133590654897676	0.18029790609153	0.159110896963898	ENSMUSG00000007659/ENSMUSG00000026278/ENSMUSG00000022018/ENSMUSG00000016933/ENSMUSG00000022329/ENSMUSG00000031451	6
GO:0009101	glycoprotein biosynthetic process	10/342	275/21351	0.0136263541020069	0.183226695010012	0.161695520612279	ENSMUSG00000059479/ENSMUSG00000057337/ENSMUSG00000037944/ENSMUSG00000031608/ENSMUSG00000017929/ENSMUSG00000047434/ENSMUSG00000026028/ENSMUSG00000056091/ENSMUSG00000040710/ENSMUSG00000032207	10
GO:0002088	lens development in camera-type eye	5/342	89/21351	0.0142229605372973	0.18658300140578	0.164657423679779	ENSMUSG00000032187/ENSMUSG00000028121/ENSMUSG00000028328/ENSMUSG00000032556/ENSMUSG00000026565	5
GO:0043367	CD4-positive, alpha-beta T cell differentiation	5/342	89/21351	0.0142229605372973	0.18658300140578	0.164657423679779	ENSMUSG00000021356/ENSMUSG00000037944/ENSMUSG00000015314/ENSMUSG00000037104/ENSMUSG00000030067	5
GO:0097581	lamellipodium organization	5/342	89/21351	0.0142229605372973	0.18658300140578	0.164657423679779	ENSMUSG00000032702/ENSMUSG00000009621/ENSMUSG00000032735/ENSMUSG00000025085/ENSMUSG00000028745	5
