ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:1901888	regulation of cell junction assembly	7/261	216/21351	0.017248780408774	0.279777593737742	0.258166739244637	ENSMUSG00000006386/ENSMUSG00000028782/ENSMUSG00000042589/ENSMUSG00000020580/ENSMUSG00000040690/ENSMUSG00000017009/ENSMUSG00000069255	7
BP	GO:0046651	lymphocyte proliferation	9/261	320/21351	0.0173608180612172	0.279777593737742	0.258166739244637	ENSMUSG00000006574/ENSMUSG00000020167/ENSMUSG00000034165/ENSMUSG00000044244/ENSMUSG00000000791/ENSMUSG00000033767/ENSMUSG00000017009/ENSMUSG00000052085/ENSMUSG00000006389	9
BP	GO:1900542	regulation of purine nucleotide metabolic process	4/261	81/21351	0.0174279426169295	0.279777593737742	0.258166739244637	ENSMUSG00000006574/ENSMUSG00000007659/ENSMUSG00000018501/ENSMUSG00000035011	4
BP	GO:0000245	spliceosomal complex assembly	3/261	45/21351	0.0175644940850292	0.279777593737742	0.258166739244637	ENSMUSG00000027763/ENSMUSG00000028484/ENSMUSG00000033228	3
BP	GO:0043500	muscle adaptation	5/261	123/21351	0.0176904452318091	0.279777593737742	0.258166739244637	ENSMUSG00000038518/ENSMUSG00000057530/ENSMUSG00000020580/ENSMUSG00000005124/ENSMUSG00000009555	5
BP	GO:0045059	positive thymic T cell selection	2/261	17/21351	0.0179392347992858	0.279777593737742	0.258166739244637	ENSMUSG00000038855/ENSMUSG00000003068	2
BP	GO:0045346	regulation of MHC class II biosynthetic process	2/261	17/21351	0.0179392347992858	0.279777593737742	0.258166739244637	ENSMUSG00000024789/ENSMUSG00000048895	2
BP	GO:0045820	negative regulation of glycolytic process	2/261	17/21351	0.0179392347992858	0.279777593737742	0.258166739244637	ENSMUSG00000006574/ENSMUSG00000018501	2
BP	GO:1900363	regulation of mRNA polyadenylation	2/261	17/21351	0.0179392347992858	0.279777593737742	0.258166739244637	ENSMUSG00000039652/ENSMUSG00000009555	2
BP	GO:1900452	regulation of long-term synaptic depression	2/261	17/21351	0.0179392347992858	0.279777593737742	0.258166739244637	ENSMUSG00000007659/ENSMUSG00000050556	2
BP	GO:0006140	regulation of nucleotide metabolic process	4/261	82/21351	0.0181506890301281	0.279777593737742	0.258166739244637	ENSMUSG00000006574/ENSMUSG00000007659/ENSMUSG00000018501/ENSMUSG00000035011	4
BP	GO:0032943	mononuclear cell proliferation	9/261	323/21351	0.0183247150623232	0.279777593737742	0.258166739244637	ENSMUSG00000006574/ENSMUSG00000020167/ENSMUSG00000034165/ENSMUSG00000044244/ENSMUSG00000000791/ENSMUSG00000033767/ENSMUSG00000017009/ENSMUSG00000052085/ENSMUSG00000006389	9
BP	GO:0048015	phosphatidylinositol-mediated signaling	6/261	170/21351	0.0183704605352339	0.279777593737742	0.258166739244637	ENSMUSG00000006386/ENSMUSG00000026447/ENSMUSG00000024789/ENSMUSG00000027665/ENSMUSG00000018501/ENSMUSG00000037992	6
BP	GO:0007215	glutamate receptor signaling pathway	3/261	46/21351	0.0186239032581392	0.279777593737742	0.258166739244637	ENSMUSG00000040907/ENSMUSG00000050556/ENSMUSG00000048895	3
BP	GO:0007628	adult walking behavior	3/261	46/21351	0.0186239032581392	0.279777593737742	0.258166739244637	ENSMUSG00000044708/ENSMUSG00000034656/ENSMUSG00000041235	3
BP	GO:0050856	regulation of T cell receptor signaling pathway	3/261	46/21351	0.0186239032581392	0.279777593737742	0.258166739244637	ENSMUSG00000054342/ENSMUSG00000040479/ENSMUSG00000069255	3
BP	GO:1901214	regulation of neuron death	10/261	379/21351	0.01868483326043	0.279777593737742	0.258166739244637	ENSMUSG00000031765/ENSMUSG00000028124/ENSMUSG00000034656/ENSMUSG00000024789/ENSMUSG00000007659/ENSMUSG00000021285/ENSMUSG00000027665/ENSMUSG00000057691/ENSMUSG00000050556/ENSMUSG00000048895	10
BP	GO:0043523	regulation of neuron apoptotic process	8/261	271/21351	0.0187437552445639	0.279777593737742	0.258166739244637	ENSMUSG00000031765/ENSMUSG00000028124/ENSMUSG00000034656/ENSMUSG00000024789/ENSMUSG00000007659/ENSMUSG00000027665/ENSMUSG00000050556/ENSMUSG00000048895	8
BP	GO:0048041	focal adhesion assembly	4/261	83/21351	0.018891816698553	0.279777593737742	0.258166739244637	ENSMUSG00000006386/ENSMUSG00000040690/ENSMUSG00000017009/ENSMUSG00000069255	4
BP	GO:0061515	myeloid cell development	4/261	83/21351	0.018891816698553	0.279777593737742	0.258166739244637	ENSMUSG00000006574/ENSMUSG00000026721/ENSMUSG00000056724/ENSMUSG00000035011	4
BP	GO:0072384	organelle transport along microtubule	4/261	83/21351	0.018891816698553	0.279777593737742	0.258166739244637	ENSMUSG00000024068/ENSMUSG00000044700/ENSMUSG00000025607/ENSMUSG00000003068	4
BP	GO:0030509	BMP signaling pathway	6/261	172/21351	0.0193389045999773	0.279777593737742	0.258166739244637	ENSMUSG00000027660/ENSMUSG00000021096/ENSMUSG00000030732/ENSMUSG00000001507/ENSMUSG00000024563/ENSMUSG00000034161	6
BP	GO:0001667	ameboidal-type cell migration	11/261	438/21351	0.0194476189073746	0.279777593737742	0.258166739244637	ENSMUSG00000006386/ENSMUSG00000059895/ENSMUSG00000039713/ENSMUSG00000001507/ENSMUSG00000035000/ENSMUSG00000033933/ENSMUSG00000044700/ENSMUSG00000020580/ENSMUSG00000017009/ENSMUSG00000045038/ENSMUSG00000030168	11
BP	GO:0051056	regulation of small GTPase mediated signal transduction	8/261	273/21351	0.0194919970147762	0.279777593737742	0.258166739244637	ENSMUSG00000038855/ENSMUSG00000026594/ENSMUSG00000043811/ENSMUSG00000009621/ENSMUSG00000039713/ENSMUSG00000001507/ENSMUSG00000004952/ENSMUSG00000040479	8
BP	GO:0051384	response to glucocorticoid	4/261	84/21351	0.0196514451166141	0.279777593737742	0.258166739244637	ENSMUSG00000024789/ENSMUSG00000005718/ENSMUSG00000041837/ENSMUSG00000028156	4
BP	GO:0098926	postsynaptic signal transduction	3/261	47/21351	0.0197180549765327	0.279777593737742	0.258166739244637	ENSMUSG00000024789/ENSMUSG00000034686/ENSMUSG00000048895	3
BP	GO:0048545	response to steroid hormone	7/261	222/21351	0.0197199316836009	0.279777593737742	0.258166739244637	ENSMUSG00000024789/ENSMUSG00000025423/ENSMUSG00000005718/ENSMUSG00000018501/ENSMUSG00000035011/ENSMUSG00000041837/ENSMUSG00000028156	7
BP	GO:0030833	regulation of actin filament polymerization	6/261	173/21351	0.0198359462753247	0.279777593737742	0.258166739244637	ENSMUSG00000102805/ENSMUSG00000024381/ENSMUSG00000030691/ENSMUSG00000024236/ENSMUSG00000031827/ENSMUSG00000045038	6
BP	GO:0048017	inositol lipid-mediated signaling	6/261	173/21351	0.0198359462753247	0.279777593737742	0.258166739244637	ENSMUSG00000006386/ENSMUSG00000026447/ENSMUSG00000024789/ENSMUSG00000027665/ENSMUSG00000018501/ENSMUSG00000037992	6
BP	GO:0044772	mitotic cell cycle phase transition	10/261	383/21351	0.0199314824824941	0.279777593737742	0.258166739244637	ENSMUSG00000023965/ENSMUSG00000030094/ENSMUSG00000020167/ENSMUSG00000024068/ENSMUSG00000034165/ENSMUSG00000005718/ENSMUSG00000047409/ENSMUSG00000022124/ENSMUSG00000040479/ENSMUSG00000028156	10
BP	GO:0035641	locomotory exploration behavior	2/261	18/21351	0.0200208543772733	0.279777593737742	0.258166739244637	ENSMUSG00000035000/ENSMUSG00000045038	2
BP	GO:0045342	MHC class II biosynthetic process	2/261	18/21351	0.0200208543772733	0.279777593737742	0.258166739244637	ENSMUSG00000024789/ENSMUSG00000048895	2
BP	GO:0060416	response to growth hormone	2/261	18/21351	0.0200208543772733	0.279777593737742	0.258166739244637	ENSMUSG00000020027/ENSMUSG00000024789	2
BP	GO:0061158	3'-UTR-mediated mRNA destabilization	2/261	18/21351	0.0200208543772733	0.279777593737742	0.258166739244637	ENSMUSG00000039652/ENSMUSG00000078485	2
BP	GO:1904385	cellular response to angiotensin	2/261	18/21351	0.0200208543772733	0.279777593737742	0.258166739244637	ENSMUSG00000028163/ENSMUSG00000020580	2
BP	GO:0008277	regulation of G protein-coupled receptor signaling pathway	5/261	127/21351	0.0200229430751428	0.279777593737742	0.258166739244637	ENSMUSG00000029101/ENSMUSG00000033174/ENSMUSG00000057530/ENSMUSG00000034353/ENSMUSG00000020580	5
BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	7/261	223/21351	0.0201546208061331	0.280348959681707	0.258693971181613	ENSMUSG00000038855/ENSMUSG00000006574/ENSMUSG00000000791/ENSMUSG00000035000/ENSMUSG00000068220/ENSMUSG00000037992/ENSMUSG00000052085	7
BP	GO:0036294	cellular response to decreased oxygen levels	5/261	128/21351	0.0206360024642548	0.283714845891017	0.261799866316806	ENSMUSG00000001441/ENSMUSG00000033933/ENSMUSG00000020580/ENSMUSG00000028759/ENSMUSG00000045038	5
BP	GO:0042157	lipoprotein metabolic process	5/261	128/21351	0.0206360024642548	0.283714845891017	0.261799866316806	ENSMUSG00000021096/ENSMUSG00000040564/ENSMUSG00000060166/ENSMUSG00000037375/ENSMUSG00000052363	5
BP	GO:0033173	calcineurin-NFAT signaling cascade	3/261	48/21351	0.0208469961269371	0.283714845891017	0.261799866316806	ENSMUSG00000028782/ENSMUSG00000040247/ENSMUSG00000014592	3
BP	GO:0090659	walking behavior	3/261	48/21351	0.0208469961269371	0.283714845891017	0.261799866316806	ENSMUSG00000044708/ENSMUSG00000034656/ENSMUSG00000041235	3
BP	GO:0051896	regulation of protein kinase B signaling	6/261	175/21351	0.0208559812232062	0.283714845891017	0.261799866316806	ENSMUSG00000006386/ENSMUSG00000032584/ENSMUSG00000027665/ENSMUSG00000074570/ENSMUSG00000037992/ENSMUSG00000003068	6
BP	GO:0006110	regulation of glycolytic process	3/261	49/21351	0.0220107546427742	0.296744274044327	0.273822862639076	ENSMUSG00000006574/ENSMUSG00000018501/ENSMUSG00000035011	3
BP	GO:0071384	cellular response to corticosteroid stimulus	3/261	49/21351	0.0220107546427742	0.296744274044327	0.273822862639076	ENSMUSG00000024789/ENSMUSG00000005718/ENSMUSG00000028156	3
BP	GO:0097623	potassium ion export across plasma membrane	2/261	19/21351	0.0221981629871242	0.296744274044327	0.273822862639076	ENSMUSG00000054342/ENSMUSG00000050556	2
BP	GO:2000251	positive regulation of actin cytoskeleton reorganization	2/261	19/21351	0.0221981629871242	0.296744274044327	0.273822862639076	ENSMUSG00000006386/ENSMUSG00000003283	2
BP	GO:1901654	response to ketone	6/261	178/21351	0.0224518223489222	0.298841497471861	0.275758090283723	ENSMUSG00000024789/ENSMUSG00000007659/ENSMUSG00000005718/ENSMUSG00000020580/ENSMUSG00000045038/ENSMUSG00000028156	6
BP	GO:0061448	connective tissue development	8/261	281/21351	0.0226987687572116	0.300831750739354	0.277594610462036	ENSMUSG00000034612/ENSMUSG00000046985/ENSMUSG00000030732/ENSMUSG00000027665/ENSMUSG00000035011/ENSMUSG00000005124/ENSMUSG00000037992/ENSMUSG00000034161	8
BP	GO:0040014	regulation of multicellular organism growth	4/261	88/21351	0.0228771626735556	0.301150882668874	0.277889091690974	ENSMUSG00000020027/ENSMUSG00000041235/ENSMUSG00000027665/ENSMUSG00000018501	4
BP	GO:0009100	glycoprotein metabolic process	9/261	336/21351	0.0229554879815112	0.301150882668874	0.277889091690974	ENSMUSG00000034612/ENSMUSG00000033557/ENSMUSG00000042460/ENSMUSG00000043067/ENSMUSG00000042428/ENSMUSG00000038843/ENSMUSG00000034353/ENSMUSG00000000420/ENSMUSG00000056091	9
BP	GO:0060964	regulation of gene silencing by miRNA	3/261	50/21351	0.0232093401078855	0.301150882668874	0.277889091690974	ENSMUSG00000026254/ENSMUSG00000028163/ENSMUSG00000018501	3
BP	GO:0050773	regulation of dendrite development	5/261	132/21351	0.0232104631072513	0.301150882668874	0.277889091690974	ENSMUSG00000096054/ENSMUSG00000037062/ENSMUSG00000025423/ENSMUSG00000042589/ENSMUSG00000003068	5
BP	GO:0050852	T cell receptor signaling pathway	5/261	132/21351	0.0232104631072513	0.301150882668874	0.277889091690974	ENSMUSG00000054342/ENSMUSG00000039316/ENSMUSG00000003068/ENSMUSG00000040479/ENSMUSG00000069255	5
BP	GO:0018105	peptidyl-serine phosphorylation	9/261	338/21351	0.023735963426821	0.304672651491097	0.281138828601855	ENSMUSG00000006386/ENSMUSG00000003345/ENSMUSG00000041997/ENSMUSG00000027665/ENSMUSG00000059013/ENSMUSG00000020580/ENSMUSG00000032577/ENSMUSG00000045038/ENSMUSG00000048895	9
BP	GO:0032388	positive regulation of intracellular transport	6/261	181/21351	0.0241280149663024	0.304672651491097	0.281138828601855	ENSMUSG00000006386/ENSMUSG00000024789/ENSMUSG00000037062/ENSMUSG00000003068/ENSMUSG00000050556/ENSMUSG00000048895	6
BP	GO:0050670	regulation of lymphocyte proliferation	7/261	232/21351	0.0243714522834849	0.304672651491097	0.281138828601855	ENSMUSG00000006574/ENSMUSG00000020167/ENSMUSG00000044244/ENSMUSG00000000791/ENSMUSG00000033767/ENSMUSG00000017009/ENSMUSG00000006389	7
BP	GO:0032941	secretion by tissue	3/261	51/21351	0.0244427443466505	0.304672651491097	0.281138828601855	ENSMUSG00000054342/ENSMUSG00000020872/ENSMUSG00000045038	3
BP	GO:0030220	platelet formation	2/261	20/21351	0.0244685290057617	0.304672651491097	0.281138828601855	ENSMUSG00000056724/ENSMUSG00000006389	2
BP	GO:0030852	regulation of granulocyte differentiation	2/261	20/21351	0.0244685290057617	0.304672651491097	0.281138828601855	ENSMUSG00000027583/ENSMUSG00000037992	2
BP	GO:0035855	megakaryocyte development	2/261	20/21351	0.0244685290057617	0.304672651491097	0.281138828601855	ENSMUSG00000026721/ENSMUSG00000056724	2
BP	GO:0070723	response to cholesterol	2/261	20/21351	0.0244685290057617	0.304672651491097	0.281138828601855	ENSMUSG00000040111/ENSMUSG00000024563	2
BP	GO:0071157	negative regulation of cell cycle arrest	2/261	20/21351	0.0244685290057617	0.304672651491097	0.281138828601855	ENSMUSG00000005718/ENSMUSG00000009555	2
BP	GO:1990776	response to angiotensin	2/261	20/21351	0.0244685290057617	0.304672651491097	0.281138828601855	ENSMUSG00000028163/ENSMUSG00000020580	2
BP	GO:0001841	neural tube formation	5/261	134/21351	0.0245721067169193	0.304733596553602	0.281195066086242	ENSMUSG00000016028/ENSMUSG00000020580/ENSMUSG00000017009/ENSMUSG00000037992/ENSMUSG00000035247	5
BP	GO:0043524	negative regulation of neuron apoptotic process	6/261	183/21351	0.0252908649778798	0.309913456554336	0.285974818275357	ENSMUSG00000031765/ENSMUSG00000028124/ENSMUSG00000034656/ENSMUSG00000024789/ENSMUSG00000007659/ENSMUSG00000027665	6
BP	GO:0071772	response to BMP	6/261	183/21351	0.0252908649778798	0.309913456554336	0.285974818275357	ENSMUSG00000027660/ENSMUSG00000021096/ENSMUSG00000030732/ENSMUSG00000001507/ENSMUSG00000024563/ENSMUSG00000034161	6
BP	GO:0071773	cellular response to BMP stimulus	6/261	183/21351	0.0252908649778798	0.309913456554336	0.285974818275357	ENSMUSG00000027660/ENSMUSG00000021096/ENSMUSG00000030732/ENSMUSG00000001507/ENSMUSG00000024563/ENSMUSG00000034161	6
BP	GO:0006497	protein lipidation	4/261	91/21351	0.0254957439913961	0.309964005690673	0.286021462845873	ENSMUSG00000021096/ENSMUSG00000060166/ENSMUSG00000037375/ENSMUSG00000052363	4
BP	GO:0031960	response to corticosteroid	4/261	91/21351	0.0254957439913961	0.309964005690673	0.286021462845873	ENSMUSG00000024789/ENSMUSG00000005718/ENSMUSG00000041837/ENSMUSG00000028156	4
BP	GO:0097720	calcineurin-mediated signaling	3/261	52/21351	0.0257109420007625	0.311354466268058	0.287304520107592	ENSMUSG00000028782/ENSMUSG00000040247/ENSMUSG00000014592	3
BP	GO:0032944	regulation of mononuclear cell proliferation	7/261	235/21351	0.0259023420013676	0.312213996988267	0.288097658115367	ENSMUSG00000006574/ENSMUSG00000020167/ENSMUSG00000044244/ENSMUSG00000000791/ENSMUSG00000033767/ENSMUSG00000017009/ENSMUSG00000006389	7
BP	GO:0030177	positive regulation of Wnt signaling pathway	5/261	136/21351	0.0259841312260313	0.312213996988267	0.288097658115367	ENSMUSG00000021096/ENSMUSG00000014039/ENSMUSG00000003345/ENSMUSG00000028163/ENSMUSG00000005124	5
BP	GO:0002710	negative regulation of T cell mediated immunity	2/261	21/21351	0.0268293704174324	0.316217923087906	0.291792309039733	ENSMUSG00000044244/ENSMUSG00000069255	2
BP	GO:0035994	response to muscle stretch	2/261	21/21351	0.0268293704174324	0.316217923087906	0.291792309039733	ENSMUSG00000028163/ENSMUSG00000027665	2
BP	GO:0036344	platelet morphogenesis	2/261	21/21351	0.0268293704174324	0.316217923087906	0.291792309039733	ENSMUSG00000056724/ENSMUSG00000006389	2
BP	GO:0048569	post-embryonic animal organ development	2/261	21/21351	0.0268293704174324	0.316217923087906	0.291792309039733	ENSMUSG00000024789/ENSMUSG00000012819	2
BP	GO:2000209	regulation of anoikis	2/261	21/21351	0.0268293704174324	0.316217923087906	0.291792309039733	ENSMUSG00000007659/ENSMUSG00000027665	2
BP	GO:0060147	regulation of posttranscriptional gene silencing	3/261	53/21351	0.0270138910929161	0.317182112908459	0.292682021967275	ENSMUSG00000026254/ENSMUSG00000028163/ENSMUSG00000018501	3
BP	GO:0007044	cell-substrate junction assembly	4/261	93/21351	0.027337624518247	0.318560696273007	0.293954119447446	ENSMUSG00000006386/ENSMUSG00000040690/ENSMUSG00000017009/ENSMUSG00000069255	4
BP	GO:1903578	regulation of ATP metabolic process	4/261	93/21351	0.027337624518247	0.318560696273007	0.293954119447446	ENSMUSG00000006574/ENSMUSG00000007659/ENSMUSG00000018501/ENSMUSG00000035011	4
BP	GO:0031644	regulation of nervous system process	6/261	187/21351	0.0277274108244425	0.320694269918716	0.295922889511169	ENSMUSG00000044708/ENSMUSG00000096054/ENSMUSG00000033174/ENSMUSG00000020872/ENSMUSG00000042589/ENSMUSG00000020580	6
BP	GO:0070661	leukocyte proliferation	9/261	348/21351	0.0279243110092598	0.320694269918716	0.295922889511169	ENSMUSG00000006574/ENSMUSG00000020167/ENSMUSG00000034165/ENSMUSG00000044244/ENSMUSG00000000791/ENSMUSG00000033767/ENSMUSG00000017009/ENSMUSG00000052085/ENSMUSG00000006389	9
BP	GO:0043467	regulation of generation of precursor metabolites and energy	5/261	139/21351	0.0281977964914738	0.320694269918716	0.295922889511169	ENSMUSG00000006574/ENSMUSG00000016194/ENSMUSG00000027665/ENSMUSG00000018501/ENSMUSG00000035011	5
BP	GO:1901655	cellular response to ketone	5/261	139/21351	0.0281977964914738	0.320694269918716	0.295922889511169	ENSMUSG00000024789/ENSMUSG00000005718/ENSMUSG00000020580/ENSMUSG00000045038/ENSMUSG00000028156	5
BP	GO:0061640	cytoskeleton-dependent cytokinesis	4/261	94/21351	0.0282876240194803	0.320694269918716	0.295922889511169	ENSMUSG00000059248/ENSMUSG00000024068/ENSMUSG00000020580/ENSMUSG00000068117	4
BP	GO:0050775	positive regulation of dendrite morphogenesis	3/261	54/21351	0.0283515335776585	0.320694269918716	0.295922889511169	ENSMUSG00000037062/ENSMUSG00000025423/ENSMUSG00000042589	3
BP	GO:0060966	regulation of gene silencing by RNA	3/261	54/21351	0.0283515335776585	0.320694269918716	0.295922889511169	ENSMUSG00000026254/ENSMUSG00000028163/ENSMUSG00000018501	3
BP	GO:0061014	positive regulation of mRNA catabolic process	3/261	54/21351	0.0283515335776585	0.320694269918716	0.295922889511169	ENSMUSG00000039652/ENSMUSG00000020580/ENSMUSG00000078485	3
BP	GO:0060070	canonical Wnt signaling pathway	8/261	294/21351	0.0286756860173635	0.322896212705576	0.297954747679981	ENSMUSG00000021096/ENSMUSG00000014039/ENSMUSG00000003345/ENSMUSG00000028163/ENSMUSG00000042428/ENSMUSG00000033767/ENSMUSG00000087370/ENSMUSG00000003068	8
BP	GO:0030041	actin filament polymerization	6/261	189/21351	0.0290019124469273	0.322896212705576	0.297954747679981	ENSMUSG00000102805/ENSMUSG00000024381/ENSMUSG00000030691/ENSMUSG00000024236/ENSMUSG00000031827/ENSMUSG00000045038	6
BP	GO:0060828	regulation of canonical Wnt signaling pathway	7/261	241/21351	0.0291587591838958	0.322896212705576	0.297954747679981	ENSMUSG00000021096/ENSMUSG00000014039/ENSMUSG00000003345/ENSMUSG00000028163/ENSMUSG00000033767/ENSMUSG00000087370/ENSMUSG00000003068	7
BP	GO:0051251	positive regulation of lymphocyte activation	9/261	351/21351	0.0292763126025027	0.322896212705576	0.297954747679981	ENSMUSG00000038855/ENSMUSG00000006574/ENSMUSG00000020167/ENSMUSG00000000791/ENSMUSG00000035000/ENSMUSG00000068220/ENSMUSG00000037992/ENSMUSG00000052085/ENSMUSG00000006389	9
BP	GO:0048857	neural nucleus development	2/261	22/21351	0.0292781540018009	0.322896212705576	0.297954747679981	ENSMUSG00000034656/ENSMUSG00000048895	2
BP	GO:0055064	chloride ion homeostasis	2/261	22/21351	0.0292781540018009	0.322896212705576	0.297954747679981	ENSMUSG00000034656/ENSMUSG00000031766	2
BP	GO:0099170	postsynaptic modulation of chemical synaptic transmission	2/261	22/21351	0.0292781540018009	0.322896212705576	0.297954747679981	ENSMUSG00000033933/ENSMUSG00000028156	2
BP	GO:0046580	negative regulation of Ras protein signal transduction	3/261	55/21351	0.0297237958796537	0.324480180311266	0.299416364910893	ENSMUSG00000001507/ENSMUSG00000004952/ENSMUSG00000040479	3
BP	GO:0048016	inositol phosphate-mediated signaling	3/261	55/21351	0.0297237958796537	0.324480180311266	0.299416364910893	ENSMUSG00000028782/ENSMUSG00000040247/ENSMUSG00000014592	3
BP	GO:0062012	regulation of small molecule metabolic process	9/261	352/21351	0.0297370113432928	0.324480180311266	0.299416364910893	ENSMUSG00000034656/ENSMUSG00000006574/ENSMUSG00000028163/ENSMUSG00000007659/ENSMUSG00000018501/ENSMUSG00000042010/ENSMUSG00000035011/ENSMUSG00000003068/ENSMUSG00000045038	9
BP	GO:0042158	lipoprotein biosynthetic process	4/261	96/21351	0.0302460408417058	0.326367688777756	0.3011580766026	ENSMUSG00000021096/ENSMUSG00000060166/ENSMUSG00000037375/ENSMUSG00000052363	4
BP	GO:1903313	positive regulation of mRNA metabolic process	4/261	96/21351	0.0302460408417058	0.326367688777756	0.3011580766026	ENSMUSG00000039652/ENSMUSG00000069565/ENSMUSG00000020580/ENSMUSG00000078485	4
BP	GO:0090316	positive regulation of intracellular protein transport	5/261	142/21351	0.030527683695323	0.326367688777756	0.3011580766026	ENSMUSG00000006386/ENSMUSG00000024789/ENSMUSG00000037062/ENSMUSG00000050556/ENSMUSG00000048895	5
BP	GO:0006023	aminoglycan biosynthetic process	3/261	56/21351	0.0311305894196007	0.326367688777756	0.3011580766026	ENSMUSG00000034612/ENSMUSG00000028163/ENSMUSG00000034165	3
BP	GO:0030514	negative regulation of BMP signaling pathway	3/261	56/21351	0.0311305894196007	0.326367688777756	0.3011580766026	ENSMUSG00000027660/ENSMUSG00000021096/ENSMUSG00000030732	3
BP	GO:0043949	regulation of cAMP-mediated signaling	3/261	56/21351	0.0311305894196007	0.326367688777756	0.3011580766026	ENSMUSG00000057530/ENSMUSG00000030527/ENSMUSG00000032601	3
BP	GO:0062014	negative regulation of small molecule metabolic process	4/261	97/21351	0.0312545622402865	0.326367688777756	0.3011580766026	ENSMUSG00000006574/ENSMUSG00000028163/ENSMUSG00000018501/ENSMUSG00000042010	4
BP	GO:0071453	cellular response to oxygen levels	5/261	143/21351	0.0313304025191253	0.326367688777756	0.3011580766026	ENSMUSG00000001441/ENSMUSG00000033933/ENSMUSG00000020580/ENSMUSG00000028759/ENSMUSG00000045038	5
BP	GO:0006486	protein glycosylation	6/261	193/21351	0.0316652619245314	0.326367688777756	0.3011580766026	ENSMUSG00000042460/ENSMUSG00000043067/ENSMUSG00000042428/ENSMUSG00000034353/ENSMUSG00000000420/ENSMUSG00000056091	6
BP	GO:0043413	macromolecule glycosylation	6/261	193/21351	0.0316652619245314	0.326367688777756	0.3011580766026	ENSMUSG00000042460/ENSMUSG00000043067/ENSMUSG00000042428/ENSMUSG00000034353/ENSMUSG00000000420/ENSMUSG00000056091	6
BP	GO:0006654	phosphatidic acid biosynthetic process	2/261	23/21351	0.0318123945343603	0.326367688777756	0.3011580766026	ENSMUSG00000037062/ENSMUSG00000040479	2
BP	GO:0007635	chemosensory behavior	2/261	23/21351	0.0318123945343603	0.326367688777756	0.3011580766026	ENSMUSG00000041235/ENSMUSG00000045038	2
BP	GO:0030728	ovulation	2/261	23/21351	0.0318123945343603	0.326367688777756	0.3011580766026	ENSMUSG00000006307/ENSMUSG00000030498	2
BP	GO:0034315	regulation of Arp2/3 complex-mediated actin nucleation	2/261	23/21351	0.0318123945343603	0.326367688777756	0.3011580766026	ENSMUSG00000102805/ENSMUSG00000030691	2
BP	GO:0050860	negative regulation of T cell receptor signaling pathway	2/261	23/21351	0.0318123945343603	0.326367688777756	0.3011580766026	ENSMUSG00000040479/ENSMUSG00000069255	2
BP	GO:0051156	glucose 6-phosphate metabolic process	2/261	23/21351	0.0318123945343603	0.326367688777756	0.3011580766026	ENSMUSG00000031807/ENSMUSG00000016194	2
BP	GO:0055083	monovalent inorganic anion homeostasis	2/261	23/21351	0.0318123945343603	0.326367688777756	0.3011580766026	ENSMUSG00000034656/ENSMUSG00000031766	2
BP	GO:1900543	negative regulation of purine nucleotide metabolic process	2/261	23/21351	0.0318123945343603	0.326367688777756	0.3011580766026	ENSMUSG00000006574/ENSMUSG00000018501	2
BP	GO:0030838	positive regulation of actin filament polymerization	4/261	98/21351	0.0322826864127486	0.328698538442502	0.303308884498177	ENSMUSG00000102805/ENSMUSG00000024381/ENSMUSG00000030691/ENSMUSG00000045038	4
BP	GO:1905475	regulation of protein localization to membrane	6/261	194/21351	0.0323551797456149	0.328698538442502	0.303308884498177	ENSMUSG00000037062/ENSMUSG00000007659/ENSMUSG00000001507/ENSMUSG00000020903/ENSMUSG00000050556/ENSMUSG00000048895	6
BP	GO:0001895	retina homeostasis	3/261	57/21351	0.0325718111280459	0.328698538442502	0.303308884498177	ENSMUSG00000033933/ENSMUSG00000012819/ENSMUSG00000040860	3
BP	GO:0050435	amyloid-beta metabolic process	3/261	57/21351	0.0325718111280459	0.328698538442502	0.303308884498177	ENSMUSG00000042428/ENSMUSG00000024381/ENSMUSG00000020580	3
BP	GO:0051930	regulation of sensory perception of pain	3/261	57/21351	0.0325718111280459	0.328698538442502	0.303308884498177	ENSMUSG00000044708/ENSMUSG00000033174/ENSMUSG00000020872	3
BP	GO:0051402	neuron apoptotic process	8/261	302/21351	0.0328513778153388	0.330439917569271	0.304915754315523	ENSMUSG00000031765/ENSMUSG00000028124/ENSMUSG00000034656/ENSMUSG00000024789/ENSMUSG00000007659/ENSMUSG00000027665/ENSMUSG00000050556/ENSMUSG00000048895	8
BP	GO:0050684	regulation of mRNA processing	5/261	145/21351	0.0329752831313196	0.33060933217375	0.30507208283145	ENSMUSG00000039652/ENSMUSG00000027763/ENSMUSG00000069565/ENSMUSG00000035011/ENSMUSG00000009555	5
BP	GO:0090630	activation of GTPase activity	4/261	99/21351	0.0333304525595719	0.331647029634224	0.306029625449906	ENSMUSG00000026721/ENSMUSG00000051864/ENSMUSG00000040247/ENSMUSG00000063506	4
BP	GO:0150115	cell-substrate junction organization	4/261	99/21351	0.0333304525595719	0.331647029634224	0.306029625449906	ENSMUSG00000006386/ENSMUSG00000040690/ENSMUSG00000017009/ENSMUSG00000069255	4
