24h_1	24h_2	72h_1	72h_2	proB_1	proB_2
Zfp426	994.4	986.7	817.7	878.4	954.7	958.7
B3gnt8	952.6	930.5	1097	832.3	1266.8	875.8
2610301B20Rik	920.1	1022.3	871.5	972.4	612.7	548.2
Kbtbd2	1822.5	1787.9	1639	1698	2001.8	1968.5
Arhgef12	121.6	108.7	90	58.8	304.8	219.3
Fcgr3	559.9	526.6	383.3	508.2	96.4	109.6
Znhit1	654.6	674.7	741.6	693.3	909.1	931.9
Uqcr10	3379.5	2801.8	3570.4	3213.8	2552.2	2450.9
Tcea2	165.3	245.5	150.4	192.9	90.2	106
Trp53	7415.5	7406.6	7145.5	7894.5	7205.7	7625.6
Ccdc28a	484.6	506	271.9	369.2	345.2	317.9
Tor4a	1520.8	1570.5	1385.7	1350.3	1333.1	1354.6
Nsmce2	1244.1	1181.6	1278.9	1236.8	1329	1359.4
Calcrl	329.6	357	421.4	391.7	769.2	841.7
Taf1b	546.9	550.1	580.1	514.1	772.3	756.5
Cdh24	1058.4	1186.3	715.6	913.6	896.7	786.9
Zfp637	665.7	680.3	671.9	661	585.7	579.8
Akap17b	363.9	401.1	351.8	349.6	514.2	464.1
Rcan3	591.4	635.3	606.1	662	957.9	1110.9
Flot1	1987.8	1901.3	1997.3	1941.8	1142.4	1165.8
Ndufs8	2161.4	2007.2	2857.6	2447.1	3001.1	3000.3
Fdps	1617.3	1607.1	1144.4	1234.8	953.7	1035.4
Rps3a3	138.3	143.4	173.6	141	157.6	152.3
Slx1b	515.3	507.9	493.8	465.1	500.7	459.2
Rps26-ps1	104	92.8	126.2	114.6	142	127.9
Nrm	2296	2323.9	2278.5	2436.3	1885.7	2013.6
Eif4a1	43136.4	41837.3	46146.3	45683.6	32997.4	36684.3
Rgs3	622.1	526.6	534.6	414.2	95.4	96.2
Atl2	1891.2	1846	2115.2	1944.7	4457.6	3810.3
AU019823	1648.9	1552.7	1650.2	1675.4	1813.1	1722.5
Dbp	758.5	893	484.5	634.5	462.3	411.7
Sclt1	938.7	927.7	1067.3	968.5	1508.3	1318
Zfp874b	455.9	448.9	296.1	278.1	381.5	346
Zfp341	229.3	207.1	240.4	266.3	249.8	259.5
Suv420h2	2875.4	2796.2	2681.3	2632.1	2759.5	2612.9
Kcng2	79.8	125.6	68.7	101.8	1	1.2
Tnip2	860.7	864	841.8	786.3	567	635.9
Zfp422	15407.5	14102	13620.9	12146.3	6325.6	5816.6
Irak4	571.9	481.7	670.1	634.5	463.4	481.2
Ube4a	4464	4641.3	4224.7	4490.7	3702.9	3809.1
Ptp4a3	8611.3	8987.4	6568.2	5898.8	16727.3	14768.7
Zfp930	533.9	524.8	462.2	416.2	416.7	438.5
Tmem40	65	56.2	79.8	69.5	104.7	160.8
4930453N24Rik	1482.7	1445.9	1581.5	1684.3	1561.2	1576.3
Grb2	5476	5202.6	5441.5	5656	5305.5	5180.8
9430015G10Rik	2818.8	2775.6	2659	2768.3	2550.1	2548.3
Hspa2	456.8	556.6	472.4	522.9	544.2	432.4
Zfp74	536.6	641.9	523.5	547.4	435.4	419
Taok2	4198.4	4409.8	3945.4	4333.1	5159.4	4965.1
Fcrl1	152.3	122.8	217.2	157.7	234.3	222.9
Atxn7l3	4128.8	4125.9	4267.4	4436.9	3899.9	4103.9
Chpt1	1210.7	1124.5	1145.3	995.9	513.1	442.2
Kif13b	928.4	1134.8	700.7	1052.7	832.4	773.5
Gm10073	111.4	104	117.9	112.6	108.8	93.8
H2afj	2720.3	2454.2	2459.5	2267.9	2166.6	1996.5
Rpl3	58181.8	57100.3	58646	57170.9	59990.6	59978.8
Dhps	1268.3	1262.2	1241.8	1268.1	980.7	1037.9
Alox5ap	1625.7	1393.4	1625.1	1588.3	1389.1	1273
Psma3	6604	5907.3	7109.3	6424.7	5799	5965.2
Rp2	2245	2145	2107.7	2034.8	1957.2	1805.3
Prmt7	2517	2523.5	2845.6	2895.6	2055.7	2321.8
Gemin2	969.3	909.9	945.7	881.3	894.6	891.7
Tpt1	49328.2	47741.8	48201.1	47172.1	66506.9	63156.9
Atp8b4	3581.9	3819.5	3903.6	4859.9	379.4	668.8
Gm10076	714	649.4	637.6	696.2	712.2	800.3
Serpinb6a	366.7	332.7	334.1	302.6	459.2	337.4
BC002059	524.6	514.5	477	454.4	493.4	420.3
Pop5	1066.8	972.7	1177.8	1134.9	703.9	743.1
Zdhhc8	4062.9	4482	2703.6	3640.7	2581.2	2431.4
Slc35e3	894.1	1095.4	729.5	973.3	642.7	652.9
Arrb2	2205.1	2040.9	2552.3	2395.2	2408.1	2528.9
Casc4	1094.6	1271.6	623.7	963.6	863.5	889.2
Alyref2	195.9	206.2	220.9	218.4	312	244.8
Pwwp2b	267.4	289.6	185.6	241.9	134.8	175.4
Gtf2i	12741	13486.3	11639.4	11933.8	8335.7	8450.2
Ap2a1	4068.4	4248.7	4294.3	4484.8	4084.4	4384.1
Ppih	1908.9	1690.5	2329.5	2041.7	1951	1952.7
2610008E11Rik	774.3	798.4	509.5	590.5	669.7	611.5
Hnrnpc	19443.5	19031.9	20695.8	19735.2	20409.4	20247.9
Bckdha	4985.7	4754.7	4193.2	3375.4	3006.3	2476.5
Zfp128	156.9	195.8	124.4	167.4	154.5	158.4
Rps16-ps2	314.7	266.1	299.8	329	370.1	356.9
Zfp868	687	672.8	610.7	594.4	679	673.6
Rnf14	2068.6	2102.8	1859.9	2029.9	2175.9	1960
Adgrg3	11714.2	11138.9	8991.5	9097	4834.9	5071.1
Wtap	4087	3921.6	3967.6	3780.8	4460.7	4295.2
Zfp266	3280.2	3491.5	2691.5	2974.9	2749.2	2650.7
Tor3a	212.6	199.6	167.1	196.8	166.9	212
Tmem219	843	837.7	974.5	863.7	796.1	804
Tnfrsf19	165.3	80.6	431.6	175.3	3992.1	2919.9
Fam78b	36.2	38.4	61.3	66.6	832.4	989.1
Fhit	192.2	191.2	113.2	112.6	93.3	63.3
Ifitm2	7157.4	6151.9	7340.4	5799.9	5177	5334.2
Layn	169.9	194	96.5	129.3	44.6	43.9
Eno3	222.8	227.7	229.2	187	234.3	219.3
Nr1h2	2868	2808.4	2835.4	2786.9	4146.6	3823.7
Rpl35a	14528.3	13111.5	15028.8	13609.2	16252.5	15102.5
Hist1h4i	624.8	611	689.6	633.6	1023.2	812.5
Marf1	4671	5204.5	3945.4	4554.4	5054.7	5268.5
Atp8b2	2269.1	2084	2720.3	2377.6	6072.7	5920.2
Mrps9	2411.2	2236.8	2634	2365.8	2545	2584.9
Slc9a6	906.2	928.6	829.7	773.6	1040.8	1046.4
Bloc1s4	506.9	497.6	506.7	516	545.3	484.8
Ipmk	1700	1757.9	1813.5	1771.4	2493.1	2366.8
Nsa2	4648.7	4472.6	4511.5	4332.1	5139.7	4914
H3f3a	11496	11605.6	11063.9	11040.7	18208.6	17274.4
Tsga10	347.2	373.9	279.4	299.6	187.6	137.6
Gmfg	1438.2	1193.8	2448.3	1835.1	7559.2	6768
Intu	154.1	193	118.8	196.8	156.5	148.6
B2m	23350.4	22507.5	25431	26160.9	18816.1	18363.5
Gstp1	1577.4	1667	1744.8	1837	2291	2888.2
Ube2s	4620.9	4185.9	4576.5	4327.2	6068.5	5795.9
Zbtb40	993.4	1099.2	1033	1213.3	1157.9	1268.1
Arl1	3393.5	3269.4	3607.5	3401.8	3533.9	3513.1
Trim55	105.8	36.5	166.1	43.1	3.1	2.4
Tmem263	994.4	1116	1020.9	1037	1517.6	1589.7
Rpl26	23832.2	22313.5	23154.4	21898.3	24834.9	24241
Trmt61a	1021.3	888.3	1125.8	1035	639.6	732.1
Copz1	8815.6	8428.9	8247.1	8307.7	5564.7	6021.3
Rrs1	3374.9	3056.7	3959.3	3534	3696.7	3859.1
Clasrp	2955.2	2899.3	2544.9	2487.2	2465.1	2268.2
Rrp1	7648.5	7661.5	8051.3	8290.1	8432.1	8771.8
Haghl	1236.7	1254.7	1114.7	1144.7	1180.7	1051.3
Gm10093	101.2	90	88.2	93	92.3	84.1
Zfp143	1041.7	990.5	1041.3	993.9	1432.6	1331.4
Myl4	3517.9	3159.8	4567.2	3126.7	2220.5	1879.6
Fam195b	1454.9	1601.5	1338.3	1523.7	1458.6	1449.6
Dnajc30	566.4	575.4	543.9	577.7	574.3	583.5
Prcp	1437.2	1416.8	1519.3	1332.7	1013.8	840.5
Ppm1b	2519.8	2692.2	2395.4	2446.1	2747.1	2567.8
Blnk	312.9	131.2	1240.9	755	10262.8	9583.1
Prpf40a	10063.4	10183.1	10594.3	10432.6	11067.2	11057.1
Maml3	3165.1	3544.9	1855.3	2570.5	1387	1377.7
Fnip2	1607.1	1595.8	1591.7	1674.5	350.4	469
Sfmbt2	526.4	506	469.6	435.8	472.7	400.8
Stk19	820.7	788.1	856.6	806.9	963	916
H2-K1	15241.3	16564.6	16315.2	18701.2	14872.7	13794.2
Exoc5	2593.1	2793.4	2875.3	2716.4	3542.2	3331.6
Mmgt1	2434.4	2513.2	2466.9	2492.1	2456.8	2408.3
Exosc5	4209.6	3848.5	4312.9	3546.7	2406.1	2332.7
Taok3	3356.3	3420.3	3585.3	3525.2	2959.6	2943
Slc38a10	6658.8	7436.6	5422	6740	4811.1	5037
Rag1	4490.9	4213.1	9304.3	7089.6	36477.4	31780.1
Ddhd2	1687.9	1746.7	1382.9	1539.3	990	970.9
Naca	19546.5	18479	20937.1	19358.2	21543.5	21517.2
Cxcl12	32.5	13.1	725.8	57.8	150.3	130.3
Phf5a	2950.6	2690.3	3318.9	3122.7	2888.1	3041.7
Zfp873	255.3	314.9	248.7	295.7	317.2	328.9
Fiz1	2446.4	2660.3	2305.4	2551.9	2001.8	2151.2
Acvr2b	155.1	174.3	126.2	158.6	188.7	253.4
Nol4l	3153	3199.2	2823.3	2225.8	1747.8	1569
Cracr2a	179.2	207.1	145.7	207.6	37.3	39
Hipk2	1095.6	901.5	2213.5	1517.8	2426.8	2217
Stx17	1195.8	1186.3	1082.2	1085	1241.9	1231.5
Nol10	1657.3	1465.6	2016.8	1809.6	1545.6	1519
Smim20	487.4	400.1	602.3	442.6	653.1	570.1
Mrps36	560.8	468.5	581.9	507.2	515.2	534.8
Rps7	27520	25902.5	26301.6	24990.7	30905.5	29118.4
Snrpa	5343.2	5292.6	5349.6	5429.8	5011.1	5291.6
Hist1h4d	100.3	101.2	87.2	83.2	84	54.8
Cox5b	4898.5	4497	5393.2	5071.4	4458.6	4590
Cep128	1442.8	1489	1637.2	1560.9	2366.7	2280.4
Sec22c	549.6	572.5	551.3	625.7	624.1	663.9
Zfp229	215.4	124.6	229.2	117.5	462.3	331.3
Wdr61	3373	3115.8	3438.6	3166.8	2550.1	2471.6
Adgrg5	122.6	92.8	155	174.3	12.4	21.9
Dot1l	4500.2	4683.5	4846.6	4961.7	5697.4	6082.2
Mdc1	4308.9	4579.5	4543.1	4885.3	4188	4112.4
U2af1	5349.7	5066.7	6126.4	5758.8	5704.7	5875.1
Med9	955.4	922.1	1183.3	1070.3	1148.6	1084.1
Cd2ap	3082.4	3010.8	3020.1	2971	3912.3	3997.9
Gdpd1	259	268	215.3	267.3	259.2	216.8
Dlgap4	1406.6	1475.9	1015.3	1227	1300	1309.5
Tnnt3	171.8	170.5	126.2	120.4	216.7	185.2
Ext1	526.4	427.3	620	491.6	416.7	441
Bod1l	3954.2	4111.9	3923.1	3927.7	4972.8	4901.8
Akr1b10	1286.8	1229.4	1215.8	1223	998.3	998.9
Armt1	2231	2216.2	2210.7	2004.5	2149	2012.4
Mospd2	775.3	781.5	662.7	654.1	832.4	749.2
Rps17	28884.8	26891.1	28359.2	26593.7	29605.5	29516.8
Suclg2	3335	3470.9	3632.6	3757.3	2505.6	2762.7
Inadl	44.6	53.4	65.9	48	538	402
Ssbp3	4757.3	5128.6	3625.2	4577.9	3193.9	2939.4
Zscan20	350	330.8	337.8	347.6	411.5	381.3
Rbak	689.8	718.7	724.8	643.3	907.1	959.9
Slc25a3	19344.1	18384.4	20319	19380.8	16266	17274.4
Ppp4r1	3208.7	3354.7	3050.7	3196.2	3209.4	3571.6
Wbscr16	1389	1491.8	1677.1	1706.8	1138.2	1254.7
Rps12	46464.9	42383.6	49479.1	43740.9	48348	46861.9
Rpl34	17731.4	16535.5	17458.6	16463.7	18338.2	18205.1
Hsh2d	426.2	377.6	364.7	402.5	134.8	224.1
Gmfb	6363.6	6585.7	6098.6	6386.5	6440.7	6347.7
Athl1	1219	1188.2	1149	1150.6	977.6	1043.9
Zfp27	553.4	602.5	525.3	519	512.1	451.9
Iah1	823.5	917.4	852	818.6	541.1	456.8
Pgk1	8838.8	8666	10626.8	9842.2	44149.6	41254.8
Lmnb2	3484.4	3577.7	3784.8	3644.7	4422.3	4350
Qk	6369.1	6596	6900.5	6869.2	7756.2	8081.1
Gm10110	104.9	94.6	98.4	126.3	92.3	71.9
Zfp119b	95.6	77.8	96.5	77.4	159.6	159.6
Scfd2	787.3	775.9	639.5	723.6	519.4	611.5
Rai1	3721.2	3577.7	3728.2	3468.4	5372.9	4778.8
Zfp954	547.8	520.1	446.4	471	495.5	515.3
Ifnlr1	4.6	3.7	6.5	22.5	282	242.4
Cnih4	1379.7	1375.6	1484	1436.5	1467.9	1430.1
Tgif2	716.8	879.9	556.9	669.8	436.4	509.2
Lancl2	858.8	877.1	978.2	974.3	1899.1	1952.7
2700097O09Rik	431.7	476	385.2	375	499.7	514.1
Btbd9	1209.8	1253.8	1093.3	1211.3	1125.8	1244.9
Gspt1	11288	11144.6	13429.7	12622.2	9420	10288.4
Tnfaip8	3495.6	3383.8	3731	3860.1	3339	3217.1
Rapgef2	765	890.2	704.4	771.6	583.6	617.6
Gak	5151.9	5238.2	5165.8	5404.3	5864.3	6024.9
Cks2	3370.2	3098.9	3859.1	3418.5	4065.7	3930.9
Morf4l1	9854.5	9294.8	10321.5	9382.9	9774.5	9276.1
Pvrl2	91.9	112.4	65	72.5	18.7	29.2
Rpl17	29194	26431	28271	25998.3	36724.1	34587.9
Itgb1bp1	936.8	987.7	1089.6	1038	891.5	924.6
Tmem65	449.4	462	434.4	491.6	477.9	581.1
Borcs7	498.6	475.1	415.8	397.6	462.3	405.6
Tubb3	27368.7	26234.2	14157.3	12727.9	25604.1	24632
Zfp706	9775.6	9203	11175.3	9859.8	12168.1	11578.4
Arf2	712.1	655.9	838.1	756	992.1	992.8
Rpl9-ps6	132.8	136.8	114.2	122.4	147.2	146.2
Nsl1	1238.5	1273.5	1249.2	1303.3	1833.8	1846.7
Zfp398	1219	1359.7	1113.7	1186.8	1164.2	1252.2
Mppe1	842.1	789	818.6	828.4	882.2	827.1
Timm17a	1843.9	1719.5	2191.3	1903.6	1681.4	1721.2
Cnr2	835.6	783.4	621.8	627.7	359.7	255.8
Armc9	323.1	340.2	274.7	343.7	352.5	370.3
Lilrb4a	124.4	77.8	486.3	227.2	121.3	157.1
Srpk2	4551.2	4553.2	4024.3	4070.6	4271	4103.9
Rps3a2	195	149	187.5	163.5	176.2	169.3
2310039H08Rik	588.6	487.3	572.6	502.3	390.8	386.2
Mysm1	1645.2	1791.7	1545.3	1630.4	2337.6	2249.9
Ganc	613.7	655	509.5	647.3	761.9	693.1
Rpl7a	39635.3	37674.9	41898.4	40463.4	42506.5	42874.9
Ncs1	591.4	619.4	469.6	594.4	197	162
Atp5g2	2806.7	2621.9	2922.6	2794.7	2964.8	3144
Cebpzos	351	330.8	395.4	368.2	344.2	307
Ppox	1510.6	1447.8	1432.1	1227	1674.2	1600.6
Zfp677	88.2	103.1	100.2	99.9	107.8	93.8
AI413582	454	410.4	463.1	454.4	181.4	198.6
1810041L15Rik	90.1	112.4	20.4	33.3	5.2	2.4
Zfp512	1725	1706.4	1722.6	1662.7	2238.1	2136.6
Ei24	2887.5	2895.5	2707.3	3096.3	2967.9	2862.6
Kcnc3	51.1	38.4	78	72.5	240.5	253.4
Zfp599	359.3	412.3	302.6	356.4	326.5	387.4
l7Rn6	951.7	973.6	920.7	1013.5	1220.1	1104.9
4833420G17Rik	3034.2	3077.3	2626.5	2726.2	3650	3346.2
Actg1	14938.7	13737.4	16676.2	17156.9	9825.3	12129
Zfp28	231.2	242.7	273.8	239.9	376.3	333.8
Phactr2	721.4	653.1	1080.3	777.5	638.6	624.9
Impdh2	14612.8	14426.2	15151.3	14675.6	11259	12090
Klhl24	5257.8	5684.3	3384.8	3724	4096.8	3608.1
Hdac10	695.4	686.9	852.9	800	1531.1	1484.9
Acadm	6769.3	5971.9	4404.8	3801.3	1751.9	1759
Cfl2	753.9	829.3	676.6	694.3	839.7	879.5
Zfp938	221	195.8	193	167.4	272.6	213.2
Gm10123	521.8	526.6	521.6	570.9	548.4	536
Mtap	2780.7	2695	3321.7	2963.1	3557.8	3542.4
Stat4	14.9	9.4	23.2	6.9	232.2	166.9
9130023H24Rik	260.9	278.3	241.3	268.3	190.7	213.2
Atp11c	2369.4	2510.4	2149.5	2422.6	2984.5	2878.5
Ufc1	2580.1	2458.9	2414.9	2362.9	1758.1	1810.2
Mrpl42	2697.1	2347.4	3367.2	2804.5	2608.2	2595.9
Rpl35	13984.2	12717.9	14616.7	13083.4	14606.3	13825.9
Ccni	7876	8590.1	7620.7	8083.5	9993.2	10131.3
2010204K13Rik	180.1	176.2	193	208.6	165.9	216.8
Manbal	644.3	583.8	591.2	601.2	667.6	577.4
Zfp780b	687	738.4	537.4	588.5	547.3	621.3
Ing2	747.4	719.7	818.6	754	1069.8	1045.2
Lrrc40	2065.8	2216.2	2308.2	2334.5	2260.9	2327.9
Mapk3	3165.1	2916.2	2811.2	2469.6	3060.2	2841.9
Kif1b	256.3	301.7	279.4	318.2	275.7	361.8
Zfp26	2131.7	2247.1	1955.5	2031.9	2542.9	2519.1
Bbs5	95.6	114.3	98.4	99.9	113	82.8
Clip2	564.5	727.2	373.1	564	139.9	181.5
Numbl	544.1	516.3	342.5	339.8	239.5	207.1
Hspb11	351	370.1	270.1	315.3	591.9	549.4
Pstk	623	608.2	607	611	603.3	522.6
Cd300lb	1648.9	1421.5	1183.3	1098.7	4.1	4.9
Nol7	3336.8	2967.7	4183	3562.4	4502.1	4334.1
Ldha	30993.3	29996.5	40448.7	35379.3	99940.8	102365.2
Gpr84	104	53.4	165.2	73.4	31.1	20.7
Ptpmt1	1442.8	1465.6	1502.6	1454.1	1070.9	1028.1
1110038F14Rik	861.6	756.2	963.4	853.9	930.9	1030.5
Gm13248	84.5	100.3	103.9	97.9	72.6	80.4
Scoc	717.7	775.9	730.4	720.7	695.6	733.3
Parp10	1577.4	1401.9	1315.1	1563.8	1374.6	1392.3
Naa15	9913.9	9954.5	11082.5	10847.8	10373.7	11110.7
Hacd1	506.9	444.2	519.7	463.2	363.9	294.8
Zfp35	1975.7	1962.2	1975.9	1993.7	1492.8	1465.4
Gm8995	7660.6	7510.6	7639.2	8922.7	7203.6	7135.9
Rpl27	9740.3	8513.3	10720.5	9653.2	10131.1	9958.3
Usp31	1471.6	1476.8	1455.3	1531.5	1764.4	2022.1
1190007I07Rik	519	465.7	539.2	455.3	467.5	516.5
Krr1	2778.8	2697.8	3254.9	2917.1	2773	2738.4
Mapk1	15054.7	14336.2	15039.9	13859.9	14687.2	14804.1
Alg11	838.4	956.7	782.4	841.2	775.4	818.6
Bcl9l	3010	3481.2	2584.8	3387.1	2242.3	2720.1
Zfp947	206.1	220.2	215.3	198.8	257.1	199.8
Tmed5	4112.1	4147.5	4640.5	4516.2	3419.9	3700.7
Stk24	4832.5	4839	5493.5	5024.4	6932	7095.7
B9d2	1712	1597.7	1794	1531.5	1829.7	1916.1
Nmral1	1988.7	2679.1	2151.3	2660.5	1463.7	1835.7
Syne2	79.8	109.6	59.4	77.4	373.2	498.2
D630045J12Rik	2379.6	2437.3	2078	1893.8	1585	1650.6
Rps15	30193.9	28867.4	30653.4	29771.3	34882	33542.7
1700112E06Rik	200.5	246.4	128.1	182.1	5.2	6.1
Nhp2l1	4835.3	4469.8	5147.3	4987.2	4584	4794.6
Snrnp70	13665.8	13449.8	14100.7	13525	12337.1	12667.4
Eno1	28616.5	32378.6	33554.7	35746.5	103187.5	105003.7
Zfp773	99.3	130.3	60.3	105.8	69.5	109.6
Nup98	3161.4	3345.3	3431.2	3427.3	3187.7	3565.5
Col23a1	379.7	446	130.9	198.8	7.3	4.9
Klhdc3	4505.7	4471.7	4553.3	4654.2	3721.6	3933.4
Ccdc102a	416.9	446	359.2	411.3	32.1	62.1
Jakmip1	1950.7	1897.6	2035.3	1885	3560.9	3440
Zbtb18	2540.2	2421.4	4379.7	3516.4	5513.9	4851.9
Brwd3	1522.6	1788.9	1541.6	1712.7	1442	1526.3
Cycs	2823.4	2265.8	3674.4	3071.8	2445.4	2370.5
Gm8730	132.8	165.9	148.5	152.8	170	148.6
Sfxn4	106.8	77.8	91	81.3	139.9	88.9
Sp3os	145.8	131.2	106.7	102.8	202.1	166.9
Utp14a	2695.3	2556.3	3254.9	2838.8	2050.5	2148.8
Chchd1	2152.1	1840.4	2343.5	2094.6	2045.3	2011.1
Prpf38a	2386.1	2228.4	2634	2433.4	2634.1	2676.3
Ap3s2	2212.5	2284.6	2085.5	2209.1	1905.4	1958.8
Hspbp1	1943.2	1907.9	2353.7	2163.1	1595.4	1767.5
Lin28b	999	678.4	1205.6	683.5	650	353.3
Gpatch1	1054.7	1096.4	1072	996.8	1081.2	1012.3
Alms1	919.2	1099.2	1073.8	1093.8	1648.3	1731
Ppcdc	1963.7	1887.3	1702.1	1755.7	1350.7	1287.6
Gpx1	7797.1	7386	10286.2	11842.7	4775.8	5574.2
Chd4	39175.7	40865.6	33170.5	35410.6	31809.4	31873.9
Uqcrh	6052.5	5621.5	6046.6	5695.2	6297.6	5737.4
Ptcd3	4220.7	4143.7	4537.5	4508.3	3394	3626.4
Rpl7l1	5263.3	4826.8	5507.4	5140.9	4235.7	4468.1
Crem	338.9	305.5	329.5	340.8	747.4	772.3
Zkscan8	1594.1	1928.5	1263.2	1494.3	1532.2	1491
Nupl1	3162.3	3133.6	3520.3	3357.8	3617.9	3672.7
DHRSX	1523.6	1549.9	1469.2	1521.7	1381.8	1419.1
Gm7964	1148.5	1282.8	1171.3	1230.9	1305.1	1299.8
Dpp3	5324.6	5485.6	5868.4	6190.6	4236.8	4727.6
Pepd	1053.8	1097.3	1086.8	1119.3	664.5	758.9
Brpf3	1644.3	1758.9	1342	1743	1430.6	1553.1
Nr6a1	99.3	86.2	128.1	109.7	290.3	272.9
Pym1	1511.5	1444	1602.8	1476.7	2358.4	2382.7
Gpn1	2040.7	2057.8	2305.4	2113.2	1740.5	1763.9
Trerf1	597	735.6	450.1	727.6	182.4	210.7
Dzip3	3513.2	3557.1	2883.6	3256.9	3197	3164.7
Ipcef1	299	259.6	349.9	273.2	1281.3	1290
Mtx1	1889.4	1852.6	2071.5	2006.4	1642	1732.2
Vrk2	740.9	667.2	825.1	773.6	824.1	776
Cnnm2	307.3	363.6	194.9	288.9	82.9	73.1
Hcst	65	57.2	94.7	84.2	121.3	129.1
Mocs1	1476.2	1509.6	944.8	918.5	754.7	696.8
Prr36	102.1	152.7	103	140	132.7	123
Med14	3314.5	3295.7	4375.1	4223.4	6337	6434.2
Cenpj	1391.7	1373.7	1398.7	1264.2	1488.6	1376.5
Fam172a	2527.2	2662.2	2633	2691.9	2783.4	2792
Zfp69	64.1	84.3	69.6	82.3	163.8	192.5
Arih2	2461.3	2383	2233	2309	2240.2	2258.4
Rab44	4110.2	4188.7	3308.7	2913.2	194.9	140.1
Rab3ip	428.9	445.1	507.7	503.3	833.5	726
Ano6	4498.3	4367.7	4202.5	3190.3	3599.2	3017.3
Ifi27	4527.1	4311.5	3033	4387.9	1450.3	1196.2
Ethe1	920.1	841.5	907.7	821.6	2820.7	3038
Gimap8	24.1	16.9	126.2	31.3	329.7	287.5
Zfp428	340.7	291.4	341.5	325.1	945.4	894.1
Hvcn1	840.2	919.3	775.9	675.7	167.9	155.9
Cdpf1	378.8	372	399.1	396.6	299.6	303.3
Tank	1311.9	1335.3	1348.5	1298.4	1108.2	1070.7
Clasp1	5175.1	5351.6	5046.1	5291.7	5876.7	6341.6
Siva1	2256.1	2036.3	2492	2385.4	2001.8	2174.4
mt-Rnr1	7687.5	7039.3	8774.3	7764.3	13378.9	12204.5
mt-Rnr2	14752	14438.4	19605.3	16921	29178.4	25598
mt-Tl1	193.1	151.8	209.8	192.9	180.4	193.7
mt-Nd1	107567.6	98278.9	117518.5	98782.9	96734.4	97850.8
mt-Nd2	49113.7	44780.7	55776.3	44514.4	42083.6	37798.9
mt-Tw	227.5	153.7	298.8	248.7	285.1	261.9
mt-Co1	297220.8	295464.5	278876	268303.8	296285.3	292533.9
mt-Nd4	35487.9	33708.3	32979.3	29245.4	29461.4	28632.4
mt-Nd5	63330.1	63277.5	66201.7	58881.6	63157.5	62243.3
mt-Nd6	1554.2	1734.5	1741.1	1404.2	1473.1	1054.9
mt-Cytb	133138.8	119543.8	122353.9	106736.2	97000.8	93985.6
mt-Tt	138.3	106.8	215.3	115.5	231.2	221.7
mt-Tp	124.4	95.6	70.5	72.5	75.7	65.8
Sepp1	425.2	274.6	763.8	421.1	3547.4	2824.9
Snora28	122.6	141.5	133.6	148.8	123.4	137.6
Gm22620	134.6	104	129	129.3	94.3	96.2
Gm24357	250.7	253	263.6	214.4	272.6	314.3
Gm24044	82.6	90	142	134.2	89.2	87.7
Snord104	279.5	253	224.6	181.2	212.5	221.7
Gm25791	103.1	81.5	108.6	86.2	86	74.3
Gm23455	232.1	230.5	238.5	185.1	236.4	238.8
Gm24455	227.5	183.7	212.5	194.9	184.5	174.2
Snora73b	259	219.3	352.7	223.3	247.8	237.5
Gm22579	176.4	165.9	203.3	155.7	187.6	194.9
Snord49a	101.2	102.1	127.2	99.9	78.8	79.2
Gm24494	111.4	80.6	90	67.6	75.7	78
Tacc1	3373	3492.5	3609.4	3851.3	3687.3	3466.8
Cpped1	623.9	873.3	652.5	829.4	627.2	747.9
Aurkaip1	2239.4	2110.3	2601.5	2380.5	2286.8	2370.5
2610305D13Rik	154.1	209	75.2	185.1	122.3	136.4
Dhrs3	216.3	190.2	278.4	220.3	372.2	359.4
Ubr4	10464.5	11964.5	9891.7	11937.7	9942.5	11462.7
Hnrnpr	7435.9	7422.5	7486.1	7447	8334.6	8213.9
Med18	395.5	424.5	379.6	392.7	358.7	364.2
Phactr4	2064.9	2261.1	1943.5	2068.1	1776.8	1724.9
Gm1976	243.3	210.8	167.1	154.7	211.5	204.6
Prpf4	2873.5	2884.3	3125.9	2926.9	2667.3	2826.1
Cdc26	2114.1	2025	1964.8	2076.9	1793.4	1715.1
Slc31a1	2591.3	2518.8	2453	2467.6	2450.6	2486.2
Fkbp15	2619.1	2552.6	2640.5	2653.7	2287.9	2496
Slc31a2	108.6	135.9	103.9	95	131.7	146.2
E230001N04Rik	100.3	90	66.8	66.6	34.2	28
Ipo7	16175.3	16612.4	17240.5	17095.3	13692	15573.9
Tmem42	167.1	163.1	170.8	143.9	135.8	125.5
Pomgnt2	191.3	187.4	179.1	153.7	308.9	347.2
Trim12a	565.4	468.5	451.1	475.9	751.6	724.8
Vps37b	1046.4	995.2	1082.2	1103.6	986.9	1119.5
Numa1	15547.7	17266.4	14062.6	16072.9	13349.9	13897.8
Impad1	4036.9	4600.1	3635.4	4373.2	3806.6	3863.9
Wdr6	7100.7	7526.5	5236.4	6092.7	5136.6	5144.2
Akap13	10573.1	11004	9483.4	10792	9943.5	10556.4
Msl2	4079.6	4193.4	4093.9	4304.7	5304.5	5258.7
Zfyve26	2260.8	2361.4	1823.7	2069.1	1879.4	1974.6
Rdh11	1801.2	1781.4	1601.9	1698	1858.7	1841.8
Hmgn3	78.9	82.5	107.7	91.1	826.2	724.8
