ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0031529	ruffle organization	2/110	56/21351	0.0338163388956401	0.181083093004238	0.148793620874728	ENSMUSG00000020120/ENSMUSG00000029254	2
GO:0050922	negative regulation of chemotaxis	2/110	56/21351	0.0338163388956401	0.181083093004238	0.148793620874728	ENSMUSG00000029254/ENSMUSG00000040152	2
GO:0071622	regulation of granulocyte chemotaxis	2/110	56/21351	0.0338163388956401	0.181083093004238	0.148793620874728	ENSMUSG00000036006/ENSMUSG00000040152	2
GO:0090303	positive regulation of wound healing	2/110	56/21351	0.0338163388956401	0.181083093004238	0.148793620874728	ENSMUSG00000056071/ENSMUSG00000040152	2
GO:0002698	negative regulation of immune effector process	3/110	137/21351	0.0339317660149184	0.181083093004238	0.148793620874728	ENSMUSG00000022309/ENSMUSG00000030165/ENSMUSG00000025880	3
GO:0006665	sphingolipid metabolic process	3/110	137/21351	0.0339317660149184	0.181083093004238	0.148793620874728	ENSMUSG00000063889/ENSMUSG00000019872/ENSMUSG00000040710	3
GO:0046777	protein autophosphorylation	4/110	237/21351	0.0343267275272148	0.182144634157024	0.149665875424891	ENSMUSG00000028289/ENSMUSG00000005533/ENSMUSG00000018209/ENSMUSG00000021457	4
GO:0002708	positive regulation of lymphocyte mediated immunity	3/110	138/21351	0.0345594574224485	0.182144634157024	0.149665875424891	ENSMUSG00000028076/ENSMUSG00000026012/ENSMUSG00000030165	3
GO:0007050	cell cycle arrest	3/110	138/21351	0.0345594574224485	0.182144634157024	0.149665875424891	ENSMUSG00000036006/ENSMUSG00000040152/ENSMUSG00000028211	3
GO:0050671	positive regulation of lymphocyte proliferation	3/110	138/21351	0.0345594574224485	0.182144634157024	0.149665875424891	ENSMUSG00000028076/ENSMUSG00000026012/ENSMUSG00000021457	3
GO:0099024	plasma membrane invagination	3/110	138/21351	0.0345594574224485	0.182144634157024	0.149665875424891	ENSMUSG00000076609/ENSMUSG00000029254/ENSMUSG00000040152	3
GO:0032608	interferon-beta production	2/110	57/21351	0.0349303651991986	0.183190359711352	0.150525134503629	ENSMUSG00000020275/ENSMUSG00000022708	2
GO:0033003	regulation of mast cell activation	2/110	57/21351	0.0349303651991986	0.183190359711352	0.150525134503629	ENSMUSG00000014453/ENSMUSG00000021457	2
GO:0051251	positive regulation of lymphocyte activation	5/110	351/21351	0.0352836131250244	0.184587178023527	0.151672881932306	ENSMUSG00000028076/ENSMUSG00000026012/ENSMUSG00000076609/ENSMUSG00000026288/ENSMUSG00000021457	5
GO:0032946	positive regulation of mononuclear cell proliferation	3/110	140/21351	0.0358328843181512	0.186346291245407	0.15311832237332	ENSMUSG00000028076/ENSMUSG00000026012/ENSMUSG00000021457	3
GO:0060537	muscle tissue development	6/110	474/21351	0.0360557774829997	0.186346291245407	0.15311832237332	ENSMUSG00000022309/ENSMUSG00000026141/ENSMUSG00000004698/ENSMUSG00000003949/ENSMUSG00000036006/ENSMUSG00000025880	6
GO:0002704	negative regulation of leukocyte mediated immunity	2/110	58/21351	0.0360585337579388	0.186346291245407	0.15311832237332	ENSMUSG00000030165/ENSMUSG00000025880	2
GO:0032653	regulation of interleukin-10 production	2/110	58/21351	0.0360585337579388	0.186346291245407	0.15311832237332	ENSMUSG00000026012/ENSMUSG00000021457	2
GO:0035065	regulation of histone acetylation	2/110	58/21351	0.0360585337579388	0.186346291245407	0.15311832237332	ENSMUSG00000029673/ENSMUSG00000034341	2
GO:0032868	response to insulin	4/110	241/21351	0.0361591237711808	0.18641257012133	0.153172782863101	ENSMUSG00000004698/ENSMUSG00000005533/ENSMUSG00000020189/ENSMUSG00000020546	4
GO:0046578	regulation of Ras protein signal transduction	4/110	242/21351	0.0366259292135699	0.188361921669788	0.154774539661269	ENSMUSG00000004568/ENSMUSG00000029673/ENSMUSG00000036006/ENSMUSG00000022114	4
GO:0032663	regulation of interleukin-2 production	2/110	59/21351	0.0372006721867454	0.190395729456981	0.156445693051678	ENSMUSG00000028076/ENSMUSG00000026012	2
GO:0072678	T cell migration	2/110	59/21351	0.0372006721867454	0.190395729456981	0.156445693051678	ENSMUSG00000027009/ENSMUSG00000036006	2
GO:0048608	reproductive structure development	6/110	479/21351	0.0376418214296668	0.192190453645703	0.157920394560697	ENSMUSG00000022309/ENSMUSG00000005533/ENSMUSG00000027009/ENSMUSG00000042207/ENSMUSG00000048490/ENSMUSG00000018209	6
GO:0033002	muscle cell proliferation	4/110	245/21351	0.0380472669923592	0.193055541516244	0.158631226005517	ENSMUSG00000022309/ENSMUSG00000020125/ENSMUSG00000005533/ENSMUSG00000040152	4
GO:0002440	production of molecular mediator of immune response	5/110	359/21351	0.0382840329434295	0.193055541516244	0.158631226005517	ENSMUSG00000022309/ENSMUSG00000026012/ENSMUSG00000020125/ENSMUSG00000008496/ENSMUSG00000025880	5
GO:1905517	macrophage migration	2/110	60/21351	0.0383566094726247	0.193055541516244	0.158631226005517	ENSMUSG00000029254/ENSMUSG00000040152	2
GO:1905953	negative regulation of lipid localization	2/110	60/21351	0.0383566094726247	0.193055541516244	0.158631226005517	ENSMUSG00000020189/ENSMUSG00000040152	2
GO:2000401	regulation of lymphocyte migration	2/110	60/21351	0.0383566094726247	0.193055541516244	0.158631226005517	ENSMUSG00000027009/ENSMUSG00000036006	2
GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	2/110	60/21351	0.0383566094726247	0.193055541516244	0.158631226005517	ENSMUSG00000018209/ENSMUSG00000040152	2
GO:2001056	positive regulation of cysteine-type endopeptidase activity	3/110	144/21351	0.0384516170278758	0.19307620465061	0.158648204634112	ENSMUSG00000056054/ENSMUSG00000056071/ENSMUSG00000021457	3
GO:0050878	regulation of body fluid levels	5/110	360/21351	0.038669768719909	0.193713652738412	0.159171987431999	ENSMUSG00000014453/ENSMUSG00000020120/ENSMUSG00000056071/ENSMUSG00000021457/ENSMUSG00000040152	5
GO:0061458	reproductive system development	6/110	483/21351	0.0389424691912382	0.194620716616918	0.15991731001628	ENSMUSG00000022309/ENSMUSG00000005533/ENSMUSG00000027009/ENSMUSG00000042207/ENSMUSG00000048490/ENSMUSG00000018209	6
GO:0010324	membrane invagination	3/110	145/21351	0.0391212085564508	0.195055039844839	0.160274187760305	ENSMUSG00000076609/ENSMUSG00000029254/ENSMUSG00000040152	3
GO:0042698	ovulation cycle	2/110	61/21351	0.0395261759653551	0.196153265771996	0.161176585712146	ENSMUSG00000005533/ENSMUSG00000048490	2
GO:0048260	positive regulation of receptor-mediated endocytosis	2/110	61/21351	0.0395261759653551	0.196153265771996	0.161176585712146	ENSMUSG00000022309/ENSMUSG00000021457	2
GO:0015698	inorganic anion transport	3/110	146/21351	0.0397967391626136	0.196577381352073	0.161525075964782	ENSMUSG00000027562/ENSMUSG00000027130/ENSMUSG00000096764	3
GO:0050921	positive regulation of chemotaxis	3/110	146/21351	0.0397967391626136	0.196577381352073	0.161525075964782	ENSMUSG00000036006/ENSMUSG00000041488/ENSMUSG00000040152	3
GO:0018209	peptidyl-serine modification	5/110	364/21351	0.0402365654628286	0.198288782002432	0.162931311606716	ENSMUSG00000022309/ENSMUSG00000025880/ENSMUSG00000022114/ENSMUSG00000018209/ENSMUSG00000021457	5
GO:0001837	epithelial to mesenchymal transition	3/110	147/21351	0.04047819608132	0.198317311821216	0.162954754187519	ENSMUSG00000021360/ENSMUSG00000025880/ENSMUSG00000022114	3
GO:0032956	regulation of actin cytoskeleton organization	5/110	365/21351	0.040634239920698	0.198317311821216	0.162954754187519	ENSMUSG00000004568/ENSMUSG00000032740/ENSMUSG00000020717/ENSMUSG00000020120/ENSMUSG00000029254	5
GO:0010812	negative regulation of cell-substrate adhesion	2/110	62/21351	0.0407092033681968	0.198317311821216	0.162954754187519	ENSMUSG00000021360/ENSMUSG00000040152	2
GO:0032613	interleukin-10 production	2/110	62/21351	0.0407092033681968	0.198317311821216	0.162954754187519	ENSMUSG00000026012/ENSMUSG00000021457	2
GO:0051058	negative regulation of small GTPase mediated signal transduction	2/110	62/21351	0.0407092033681968	0.198317311821216	0.162954754187519	ENSMUSG00000036006/ENSMUSG00000022114	2
GO:0031098	stress-activated protein kinase signaling cascade	4/110	251/21351	0.0409841891321273	0.199200040541507	0.163680080888997	ENSMUSG00000005533/ENSMUSG00000027684/ENSMUSG00000018209/ENSMUSG00000021457	4
GO:0030010	establishment of cell polarity	3/110	148/21351	0.0411655661943925	0.19962480044952	0.164029100577512	ENSMUSG00000005533/ENSMUSG00000036006/ENSMUSG00000022114	3
GO:0046660	female sex differentiation	3/110	149/21351	0.0418588360360199	0.201830690529864	0.165841651748694	ENSMUSG00000022309/ENSMUSG00000055639/ENSMUSG00000048490	3
GO:0050854	regulation of antigen receptor-mediated signaling pathway	2/110	63/21351	0.0419055247286582	0.201830690529864	0.165841651748694	ENSMUSG00000014453/ENSMUSG00000029254	2
GO:0051785	positive regulation of nuclear division	2/110	63/21351	0.0419055247286582	0.201830690529864	0.165841651748694	ENSMUSG00000026012/ENSMUSG00000005533	2
GO:0019221	cytokine-mediated signaling pathway	5/110	371/21351	0.043070646202176	0.206972969532629	0.170066995482753	ENSMUSG00000022309/ENSMUSG00000048249/ENSMUSG00000020009/ENSMUSG00000029254/ENSMUSG00000021457	5
GO:0070665	positive regulation of leukocyte proliferation	3/110	152/21351	0.0439739041735923	0.210836506692348	0.17324161368615	ENSMUSG00000028076/ENSMUSG00000026012/ENSMUSG00000021457	3
GO:0015909	long-chain fatty acid transport	2/110	65/21351	0.044337388178723	0.211623848295747	0.173888562035063	ENSMUSG00000021457/ENSMUSG00000040152	2
GO:0070988	demethylation	2/110	65/21351	0.044337388178723	0.211623848295747	0.173888562035063	ENSMUSG00000042207/ENSMUSG00000042599	2
GO:0008643	carbohydrate transport	3/110	154/21351	0.0454131862163674	0.215102686170842	0.176747077842827	ENSMUSG00000020189/ENSMUSG00000050473/ENSMUSG00000020546	3
GO:0030193	regulation of blood coagulation	2/110	66/21351	0.045572603002297	0.215102686170842	0.176747077842827	ENSMUSG00000056071/ENSMUSG00000040152	2
GO:0031640	killing of cells of other organism	2/110	66/21351	0.045572603002297	0.215102686170842	0.176747077842827	ENSMUSG00000020125/ENSMUSG00000021457	2
GO:0032233	positive regulation of actin filament bundle assembly	2/110	66/21351	0.045572603002297	0.215102686170842	0.176747077842827	ENSMUSG00000032740/ENSMUSG00000020120	2
GO:0048278	vesicle docking	2/110	66/21351	0.045572603002297	0.215102686170842	0.176747077842827	ENSMUSG00000020120/ENSMUSG00000041488	2
GO:0010634	positive regulation of epithelial cell migration	3/110	155/21351	0.046141552859216	0.216904111569514	0.178227285648853	ENSMUSG00000022309/ENSMUSG00000004698/ENSMUSG00000040152	3
GO:0090068	positive regulation of cell cycle process	4/110	261/21351	0.0461585020854145	0.216904111569514	0.178227285648853	ENSMUSG00000026012/ENSMUSG00000005533/ENSMUSG00000036006/ENSMUSG00000020546	4
GO:0098657	import into cell	4/110	262/21351	0.0466951346873507	0.217724012963998	0.17890098795436	ENSMUSG00000027009/ENSMUSG00000027130/ENSMUSG00000096764/ENSMUSG00000040152	4
GO:0032623	interleukin-2 production	2/110	67/21351	0.046820457233368	0.217724012963998	0.17890098795436	ENSMUSG00000028076/ENSMUSG00000026012	2
GO:1900046	regulation of hemostasis	2/110	67/21351	0.046820457233368	0.217724012963998	0.17890098795436	ENSMUSG00000056071/ENSMUSG00000040152	2
GO:0008360	regulation of cell shape	3/110	156/21351	0.0468757156869264	0.217724012963998	0.17890098795436	ENSMUSG00000049744/ENSMUSG00000004568/ENSMUSG00000073412	3
GO:0055088	lipid homeostasis	3/110	157/21351	0.0476156586442147	0.217724012963998	0.17890098795436	ENSMUSG00000004698/ENSMUSG00000038175/ENSMUSG00000022708	3
GO:0051348	negative regulation of transferase activity	4/110	264/21351	0.0477788603617594	0.217724012963998	0.17890098795436	ENSMUSG00000019960/ENSMUSG00000005533/ENSMUSG00000025880/ENSMUSG00000022114	4
GO:0001913	T cell mediated cytotoxicity	2/110	68/21351	0.0480807905042058	0.217724012963998	0.17890098795436	ENSMUSG00000028076/ENSMUSG00000030165	2
GO:0099601	regulation of neurotransmitter receptor activity	2/110	68/21351	0.0480807905042058	0.217724012963998	0.17890098795436	ENSMUSG00000020009/ENSMUSG00000062901	2
GO:2001244	positive regulation of intrinsic apoptotic signaling pathway	2/110	68/21351	0.0480807905042058	0.217724012963998	0.17890098795436	ENSMUSG00000056054/ENSMUSG00000056071	2
GO:0002700	regulation of production of molecular mediator of immune response	3/110	159/21351	0.0491128192288026	0.217724012963998	0.17890098795436	ENSMUSG00000022309/ENSMUSG00000026012/ENSMUSG00000025880	3
GO:0034394	protein localization to cell surface	2/110	69/21351	0.0493534437371339	0.217724012963998	0.17890098795436	ENSMUSG00000022309/ENSMUSG00000041488	2
GO:0045600	positive regulation of fat cell differentiation	2/110	69/21351	0.0493534437371339	0.217724012963998	0.17890098795436	ENSMUSG00000027684/ENSMUSG00000018209	2
GO:2000191	regulation of fatty acid transport	2/110	69/21351	0.0493534437371339	0.217724012963998	0.17890098795436	ENSMUSG00000021457/ENSMUSG00000040152	2
GO:2000756	regulation of peptidyl-lysine acetylation	2/110	69/21351	0.0493534437371339	0.217724012963998	0.17890098795436	ENSMUSG00000029673/ENSMUSG00000034341	2
GO:0002604	regulation of dendritic cell antigen processing and presentation	1/110	10/21351	0.0503520341800185	0.217724012963998	0.17890098795436	ENSMUSG00000040152	1
GO:0010985	negative regulation of lipoprotein particle clearance	1/110	10/21351	0.0503520341800185	0.217724012963998	0.17890098795436	ENSMUSG00000038175	1
GO:0030223	neutrophil differentiation	1/110	10/21351	0.0503520341800185	0.217724012963998	0.17890098795436	ENSMUSG00000026288	1
GO:0030853	negative regulation of granulocyte differentiation	1/110	10/21351	0.0503520341800185	0.217724012963998	0.17890098795436	ENSMUSG00000026288	1
GO:0035672	oligopeptide transmembrane transport	1/110	10/21351	0.0503520341800185	0.217724012963998	0.17890098795436	ENSMUSG00000027562	1
GO:0043201	response to leucine	1/110	10/21351	0.0503520341800185	0.217724012963998	0.17890098795436	ENSMUSG00000038332	1
GO:0043313	regulation of neutrophil degranulation	1/110	10/21351	0.0503520341800185	0.217724012963998	0.17890098795436	ENSMUSG00000021457	1
GO:0048671	negative regulation of collateral sprouting	1/110	10/21351	0.0503520341800185	0.217724012963998	0.17890098795436	ENSMUSG00000028289	1
GO:0051917	regulation of fibrinolysis	1/110	10/21351	0.0503520341800185	0.217724012963998	0.17890098795436	ENSMUSG00000040152	1
GO:0060215	primitive hemopoiesis	1/110	10/21351	0.0503520341800185	0.217724012963998	0.17890098795436	ENSMUSG00000018209	1
GO:0060710	chorio-allantoic fusion	1/110	10/21351	0.0503520341800185	0.217724012963998	0.17890098795436	ENSMUSG00000027009	1
GO:0070544	histone H3-K36 demethylation	1/110	10/21351	0.0503520341800185	0.217724012963998	0.17890098795436	ENSMUSG00000042599	1
GO:0071233	cellular response to leucine	1/110	10/21351	0.0503520341800185	0.217724012963998	0.17890098795436	ENSMUSG00000038332	1
GO:0090237	regulation of arachidonic acid secretion	1/110	10/21351	0.0503520341800185	0.217724012963998	0.17890098795436	ENSMUSG00000021457	1
GO:0090435	protein localization to nuclear envelope	1/110	10/21351	0.0503520341800185	0.217724012963998	0.17890098795436	ENSMUSG00000020189	1
GO:0097067	cellular response to thyroid hormone stimulus	1/110	10/21351	0.0503520341800185	0.217724012963998	0.17890098795436	ENSMUSG00000032698	1
GO:1900747	negative regulation of vascular endothelial growth factor signaling pathway	1/110	10/21351	0.0503520341800185	0.217724012963998	0.17890098795436	ENSMUSG00000022114	1
GO:1902746	regulation of lens fiber cell differentiation	1/110	10/21351	0.0503520341800185	0.217724012963998	0.17890098795436	ENSMUSG00000022114	1
GO:1905522	negative regulation of macrophage migration	1/110	10/21351	0.0503520341800185	0.217724012963998	0.17890098795436	ENSMUSG00000029254	1
GO:1990253	cellular response to leucine starvation	1/110	10/21351	0.0503520341800185	0.217724012963998	0.17890098795436	ENSMUSG00000038332	1
GO:2000389	regulation of neutrophil extravasation	1/110	10/21351	0.0503520341800185	0.217724012963998	0.17890098795436	ENSMUSG00000036006	1
GO:2001225	regulation of chloride transport	1/110	10/21351	0.0503520341800185	0.217724012963998	0.17890098795436	ENSMUSG00000027562	1
GO:0002437	inflammatory response to antigenic stimulus	2/110	70/21351	0.0506382591356944	0.217724012963998	0.17890098795436	ENSMUSG00000026012/ENSMUSG00000020125	2
GO:0030888	regulation of B cell proliferation	2/110	70/21351	0.0506382591356944	0.217724012963998	0.17890098795436	ENSMUSG00000014453/ENSMUSG00000026288	2
GO:0032922	circadian regulation of gene expression	2/110	70/21351	0.0506382591356944	0.217724012963998	0.17890098795436	ENSMUSG00000063889/ENSMUSG00000048490	2
GO:0033627	cell adhesion mediated by integrin	2/110	70/21351	0.0506382591356944	0.217724012963998	0.17890098795436	ENSMUSG00000027009/ENSMUSG00000021457	2
GO:0050818	regulation of coagulation	2/110	70/21351	0.0506382591356944	0.217724012963998	0.17890098795436	ENSMUSG00000056071/ENSMUSG00000040152	2
GO:0055008	cardiac muscle tissue morphogenesis	2/110	70/21351	0.0506382591356944	0.217724012963998	0.17890098795436	ENSMUSG00000022309/ENSMUSG00000025880	2
GO:0006887	exocytosis	5/110	390/21351	0.0513589198500233	0.2199321487126	0.180715384361924	ENSMUSG00000014453/ENSMUSG00000041890/ENSMUSG00000020120/ENSMUSG00000041488/ENSMUSG00000021457	5
GO:0060562	epithelial tube morphogenesis	5/110	390/21351	0.0513589198500233	0.2199321487126	0.180715384361924	ENSMUSG00000022309/ENSMUSG00000028289/ENSMUSG00000042207/ENSMUSG00000022114/ENSMUSG00000018209	5
GO:0042176	regulation of protein catabolic process	5/110	391/21351	0.0518193769924407	0.220620220587091	0.181280764066506	ENSMUSG00000048249/ENSMUSG00000038175/ENSMUSG00000047735/ENSMUSG00000044734/ENSMUSG00000025880	5
GO:0030032	lamellipodium assembly	2/110	71/21351	0.0519350801758688	0.220620220587091	0.181280764066506	ENSMUSG00000029673/ENSMUSG00000032740	2
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	2/110	71/21351	0.0519350801758688	0.220620220587091	0.181280764066506	ENSMUSG00000025880/ENSMUSG00000022114	2
GO:0043407	negative regulation of MAP kinase activity	2/110	71/21351	0.0519350801758688	0.220620220587091	0.181280764066506	ENSMUSG00000019960/ENSMUSG00000022114	2
GO:0055067	monovalent inorganic cation homeostasis	3/110	163/21351	0.0521757627717647	0.221200239774907	0.181757358284664	ENSMUSG00000027562/ENSMUSG00000027130/ENSMUSG00000096764	3
GO:2001233	regulation of apoptotic signaling pathway	5/110	392/21351	0.0522822628607736	0.221210211785425	0.181765552155929	ENSMUSG00000056054/ENSMUSG00000056071/ENSMUSG00000018209/ENSMUSG00000040152/ENSMUSG00000028211	5
GO:0042593	glucose homeostasis	4/110	273/21351	0.0528278782272483	0.222574501614122	0.182886571353065	ENSMUSG00000005533/ENSMUSG00000025959/ENSMUSG00000020546/ENSMUSG00000022708	4
GO:0051056	regulation of small GTPase mediated signal transduction	4/110	273/21351	0.0528278782272483	0.222574501614122	0.182886571353065	ENSMUSG00000004568/ENSMUSG00000029673/ENSMUSG00000036006/ENSMUSG00000022114	4
GO:0043433	negative regulation of DNA-binding transcription factor activity	3/110	164/21351	0.0529556924662269	0.222574501614122	0.182886571353065	ENSMUSG00000029994/ENSMUSG00000005533/ENSMUSG00000025880	3
GO:0002381	immunoglobulin production involved in immunoglobulin-mediated immune response	2/110	72/21351	0.0532437515973528	0.222574501614122	0.182886571353065	ENSMUSG00000026012/ENSMUSG00000008496	2
GO:0033500	carbohydrate homeostasis	4/110	274/21351	0.0534062359425931	0.222574501614122	0.182886571353065	ENSMUSG00000005533/ENSMUSG00000025959/ENSMUSG00000020546/ENSMUSG00000022708	4
GO:0010950	positive regulation of endopeptidase activity	3/110	165/21351	0.0537412634415919	0.222574501614122	0.182886571353065	ENSMUSG00000056054/ENSMUSG00000056071/ENSMUSG00000021457	3
GO:0009101	glycoprotein biosynthetic process	4/110	275/21351	0.0539880552783176	0.222574501614122	0.182886571353065	ENSMUSG00000021360/ENSMUSG00000020346/ENSMUSG00000040710/ENSMUSG00000030306	4
GO:1903961	positive regulation of anion transmembrane transport	2/110	73/21351	0.0545641193948872	0.222574501614122	0.182886571353065	ENSMUSG00000027562/ENSMUSG00000020189	2
GO:0110053	regulation of actin filament organization	4/110	277/21351	0.055162066756854	0.222574501614122	0.182886571353065	ENSMUSG00000004568/ENSMUSG00000032740/ENSMUSG00000020717/ENSMUSG00000020120	4
GO:0001767	establishment of lymphocyte polarity	1/110	11/21351	0.0552468974123035	0.222574501614122	0.182886571353065	ENSMUSG00000036006	1
GO:0001768	establishment of T cell polarity	1/110	11/21351	0.0552468974123035	0.222574501614122	0.182886571353065	ENSMUSG00000036006	1
GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production	1/110	11/21351	0.0552468974123035	0.222574501614122	0.182886571353065	ENSMUSG00000021457	1
GO:0033084	regulation of immature T cell proliferation in thymus	1/110	11/21351	0.0552468974123035	0.222574501614122	0.182886571353065	ENSMUSG00000028076	1
GO:0035726	common myeloid progenitor cell proliferation	1/110	11/21351	0.0552468974123035	0.222574501614122	0.182886571353065	ENSMUSG00000047735	1
GO:0045647	negative regulation of erythrocyte differentiation	1/110	11/21351	0.0552468974123035	0.222574501614122	0.182886571353065	ENSMUSG00000032698	1
GO:0070493	thrombin-activated receptor signaling pathway	1/110	11/21351	0.0552468974123035	0.222574501614122	0.182886571353065	ENSMUSG00000020120	1
GO:0070933	histone H4 deacetylation	1/110	11/21351	0.0552468974123035	0.222574501614122	0.182886571353065	ENSMUSG00000004698	1
GO:0070944	neutrophil-mediated killing of bacterium	1/110	11/21351	0.0552468974123035	0.222574501614122	0.182886571353065	ENSMUSG00000020125	1
GO:0071732	cellular response to nitric oxide	1/110	11/21351	0.0552468974123035	0.222574501614122	0.182886571353065	ENSMUSG00000040152	1
GO:0072178	nephric duct morphogenesis	1/110	11/21351	0.0552468974123035	0.222574501614122	0.182886571353065	ENSMUSG00000028289	1
GO:0099171	presynaptic modulation of chemical synaptic transmission	1/110	11/21351	0.0552468974123035	0.222574501614122	0.182886571353065	ENSMUSG00000041890	1
GO:1905097	regulation of guanyl-nucleotide exchange factor activity	1/110	11/21351	0.0552468974123035	0.222574501614122	0.182886571353065	ENSMUSG00000036006	1
GO:1905288	vascular associated smooth muscle cell apoptotic process	1/110	11/21351	0.0552468974123035	0.222574501614122	0.182886571353065	ENSMUSG00000018209	1
GO:1905459	regulation of vascular associated smooth muscle cell apoptotic process	1/110	11/21351	0.0552468974123035	0.222574501614122	0.182886571353065	ENSMUSG00000018209	1
GO:2000320	negative regulation of T-helper 17 cell differentiation	1/110	11/21351	0.0552468974123035	0.222574501614122	0.182886571353065	ENSMUSG00000025880	1
GO:0006606	protein import into nucleus	3/110	167/21351	0.0553292546385387	0.222574501614122	0.182886571353065	ENSMUSG00000022309/ENSMUSG00000021457/ENSMUSG00000038393	3
GO:0002090	regulation of receptor internalization	2/110	74/21351	0.0558960308096424	0.22358412323857	0.183716164302482	ENSMUSG00000022309/ENSMUSG00000021457	2
GO:0043299	leukocyte degranulation	2/110	74/21351	0.0558960308096424	0.22358412323857	0.183716164302482	ENSMUSG00000014453/ENSMUSG00000021457	2
GO:0098661	inorganic anion transmembrane transport	2/110	74/21351	0.0558960308096424	0.22358412323857	0.183716164302482	ENSMUSG00000027130/ENSMUSG00000096764	2
GO:0048638	regulation of developmental growth	5/110	400/21351	0.0560728220470731	0.22362170861412	0.18374704771643	ENSMUSG00000019960/ENSMUSG00000028289/ENSMUSG00000005533/ENSMUSG00000025880/ENSMUSG00000018209	5
GO:0003007	heart morphogenesis	4/110	279/21351	0.0563498872994889	0.22362170861412	0.18374704771643	ENSMUSG00000022309/ENSMUSG00000066026/ENSMUSG00000025880/ENSMUSG00000040152	4
GO:0051017	actin filament bundle assembly	3/110	169/21351	0.0569395846223469	0.22362170861412	0.18374704771643	ENSMUSG00000004568/ENSMUSG00000032740/ENSMUSG00000020120	3
GO:1903034	regulation of response to wounding	3/110	169/21351	0.0569395846223469	0.22362170861412	0.18374704771643	ENSMUSG00000005533/ENSMUSG00000056071/ENSMUSG00000040152	3
GO:0045670	regulation of osteoclast differentiation	2/110	75/21351	0.0572393343206577	0.22362170861412	0.18374704771643	ENSMUSG00000027562/ENSMUSG00000026288	2
GO:0048747	muscle fiber development	2/110	75/21351	0.0572393343206577	0.22362170861412	0.18374704771643	ENSMUSG00000004698/ENSMUSG00000036006	2
GO:0032368	regulation of lipid transport	3/110	170/21351	0.0577530781497303	0.22362170861412	0.18374704771643	ENSMUSG00000042207/ENSMUSG00000021457/ENSMUSG00000040152	3
GO:0048015	phosphatidylinositol-mediated signaling	3/110	170/21351	0.0577530781497303	0.22362170861412	0.18374704771643	ENSMUSG00000022309/ENSMUSG00000026012/ENSMUSG00000005533	3
GO:0010594	regulation of endothelial cell migration	3/110	171/21351	0.0585720976779388	0.22362170861412	0.18374704771643	ENSMUSG00000022309/ENSMUSG00000004698/ENSMUSG00000040152	3
GO:0048660	regulation of smooth muscle cell proliferation	3/110	171/21351	0.0585720976779388	0.22362170861412	0.18374704771643	ENSMUSG00000020125/ENSMUSG00000005533/ENSMUSG00000040152	3
GO:0051170	import into nucleus	3/110	171/21351	0.0585720976779388	0.22362170861412	0.18374704771643	ENSMUSG00000022309/ENSMUSG00000021457/ENSMUSG00000038393	3
GO:0008543	fibroblast growth factor receptor signaling pathway	2/110	76/21351	0.0585938796363336	0.22362170861412	0.18374704771643	ENSMUSG00000022114/ENSMUSG00000040152	2
GO:0043954	cellular component maintenance	2/110	76/21351	0.0585938796363336	0.22362170861412	0.18374704771643	ENSMUSG00000005533/ENSMUSG00000035168	2
GO:0061572	actin filament bundle organization	3/110	172/21351	0.0593966231447931	0.22362170861412	0.18374704771643	ENSMUSG00000004568/ENSMUSG00000032740/ENSMUSG00000020120	3
GO:0001542	ovulation from ovarian follicle	1/110	12/21351	0.0601167587658488	0.22362170861412	0.18374704771643	ENSMUSG00000048490	1
GO:0001878	response to yeast	1/110	12/21351	0.0601167587658488	0.22362170861412	0.18374704771643	ENSMUSG00000020125	1
GO:0002468	dendritic cell antigen processing and presentation	1/110	12/21351	0.0601167587658488	0.22362170861412	0.18374704771643	ENSMUSG00000040152	1
GO:0006047	UDP-N-acetylglucosamine metabolic process	1/110	12/21351	0.0601167587658488	0.22362170861412	0.18374704771643	ENSMUSG00000020346	1
GO:0010755	regulation of plasminogen activation	1/110	12/21351	0.0601167587658488	0.22362170861412	0.18374704771643	ENSMUSG00000040152	1
GO:0014842	regulation of skeletal muscle satellite cell proliferation	1/110	12/21351	0.0601167587658488	0.22362170861412	0.18374704771643	ENSMUSG00000022309	1
GO:0015911	long-chain fatty acid import across plasma membrane	1/110	12/21351	0.0601167587658488	0.22362170861412	0.18374704771643	ENSMUSG00000040152	1
GO:0030949	positive regulation of vascular endothelial growth factor receptor signaling pathway	1/110	12/21351	0.0601167587658488	0.22362170861412	0.18374704771643	ENSMUSG00000022309	1
GO:0033080	immature T cell proliferation in thymus	1/110	12/21351	0.0601167587658488	0.22362170861412	0.18374704771643	ENSMUSG00000028076	1
GO:0034333	adherens junction assembly	1/110	12/21351	0.0601167587658488	0.22362170861412	0.18374704771643	ENSMUSG00000025880	1
GO:0036005	response to macrophage colony-stimulating factor	1/110	12/21351	0.0601167587658488	0.22362170861412	0.18374704771643	ENSMUSG00000029254	1
GO:0036006	cellular response to macrophage colony-stimulating factor stimulus	1/110	12/21351	0.0601167587658488	0.22362170861412	0.18374704771643	ENSMUSG00000029254	1
